category,doses,filed_date,report_date
Total Johnson & Johnson doses administered,261903,2021-07-19,2021-07-21
Total Unknown/missing vaccine type,177,2021-07-19,2021-07-21
Total vaccine doses administered,5829263,2021-07-18,2021-07-20
Total Pfizer doses administered,3298497,2021-07-18,2021-07-20
Total Moderna doses administered,2268980,2021-07-18,2021-07-20
Total Johnson & Johnson doses administered,261612,2021-07-18,2021-07-20
Total Unknown/missing vaccine type,174,2021-07-18,2021-07-20
Total vaccine doses administered,5817524,2021-07-15,2021-07-19
Total Pfizer doses administered,3289867,2021-07-15,2021-07-19
Total Moderna doses administered,2266371,2021-07-15,2021-07-19
Total Johnson & Johnson doses administered,261087,2021-07-15,2021-07-19
Total Unknown/missing vaccine type,199,2021-07-15,2021-07-19
Total vaccine doses administered,5810407,2021-07-14,2021-07-16
Total Pfizer doses administered,3284767,2021-07-14,2021-07-16
Total Moderna doses administered,2264761,2021-07-14,2021-07-16
Total Johnson & Johnson doses administered,260718,2021-07-14,2021-07-16
Total Unknown/missing vaccine type,161,2021-07-14,2021-07-16
Total vaccine doses administered,5791319,2021-07-12,2021-07-14
Total Pfizer doses administered,3272059,2021-07-12,2021-07-14
Total Moderna doses administered,2259350,2021-07-12,2021-07-14
Total Johnson & Johnson doses administered,259754,2021-07-12,2021-07-14
Total Unknown/missing vaccine type,156,2021-07-12,2021-07-14
Total vaccine doses administered,5786020,2021-07-11,2021-07-13
Total Pfizer doses administered,3268421,2021-07-11,2021-07-13
Total Moderna doses administered,2258075,2021-07-11,2021-07-13
Total Johnson & Johnson doses administered,259374,2021-07-11,2021-07-13
Total Unknown/missing vaccine type,150,2021-07-11,2021-07-13
Total vaccine doses administered,5773764,2021-07-08,2021-07-12
Total Pfizer doses administered,3259955,2021-07-08,2021-07-12
Total Moderna doses administered,2254916,2021-07-08,2021-07-12
Total Johnson & Johnson doses administered,258755,2021-07-08,2021-07-12
Total Unknown/missing vaccine type,138,2021-07-08,2021-07-12
Total vaccine doses administered,5765392,2021-07-07,2021-07-09
Total Pfizer doses administered,3253831,2021-07-07,2021-07-09
Total Moderna doses administered,2253074,2021-07-07,2021-07-09
Total Johnson & Johnson doses administered,258353,2021-07-07,2021-07-09
Total Unknown/missing vaccine type,134,2021-07-07,2021-07-09
Total vaccine doses administered,5757565,2021-07-06,2021-07-08
Total Pfizer doses administered,3248325,2021-07-06,2021-07-08
Total Moderna doses administered,2251314,2021-07-06,2021-07-08
Total Johnson & Johnson doses administered,257802,2021-07-06,2021-07-08
Total Unknown/missing vaccine type,124,2021-07-06,2021-07-08
Total vaccine doses administered,5749519,2021-07-05,2021-07-07
Total Pfizer doses administered,3242258,2021-07-05,2021-07-07
Total Moderna doses administered,2249629,2021-07-05,2021-07-07
Total Johnson & Johnson doses administered,257495,2021-07-05,2021-07-07
Total Unknown/missing vaccine type,137,2021-07-05,2021-07-07
Total vaccine doses administered,5741906,2021-07-02,2021-07-06
Total Pfizer doses administered,3236889,2021-07-02,2021-07-06
Total Moderna doses administered,2247771,2021-07-02,2021-07-06
Total Johnson & Johnson doses administered,257114,2021-07-02,2021-07-06
Total Unknown/missing vaccine type,132,2021-07-02,2021-07-06
Total vaccine doses administered,5734935,2021-07-01,2021-07-03
Total Pfizer doses administered,3232079,2021-07-01,2021-07-03
Total Moderna doses administered,2245959,2021-07-01,2021-07-03
Total Johnson & Johnson doses administered,256771,2021-07-01,2021-07-03
Total Unknown/missing vaccine type,126,2021-07-01,2021-07-03
Total vaccine doses administered,5726394,2021-06-30,2021-07-02
Total Pfizer doses administered,3225958,2021-06-30,2021-07-02
Total Moderna doses administered,2243875,2021-06-30,2021-07-02
Total Johnson & Johnson doses administered,256441,2021-06-30,2021-07-02
Total Unknown/missing vaccine type,120,2021-06-30,2021-07-02
Total vaccine doses administered,5717220,2021-06-29,2021-07-01
Total Pfizer doses administered,3219298,2021-06-29,2021-07-01
Total Moderna doses administered,2241762,2021-06-29,2021-07-01
Total Johnson & Johnson doses administered,256051,2021-06-29,2021-07-01
Total Unknown/missing vaccine type,109,2021-06-29,2021-07-01
Total vaccine doses administered,5701389,2021-06-28,2021-06-30
Total Pfizer doses administered,3207875,2021-06-28,2021-06-30
Total Moderna doses administered,2238040,2021-06-28,2021-06-30
Total Johnson & Johnson doses administered,255377,2021-06-28,2021-06-30
Total Unknown/missing vaccine type,97,2021-06-28,2021-06-30
Total vaccine doses administered,5694796,2021-06-27,2021-06-29
Total Pfizer doses administered,3203187,2021-06-27,2021-06-29
Total Moderna doses administered,2236557,2021-06-27,2021-06-29
Total Johnson & Johnson doses administered,254958,2021-06-27,2021-06-29
Total Unknown/missing vaccine type,94,2021-06-27,2021-06-29
Total vaccine doses administered,5692861,2021-06-26,2021-06-28
Total Pfizer doses administered,3201742,2021-06-26,2021-06-28
Total Moderna doses administered,2236210,2021-06-26,2021-06-28
Total Johnson & Johnson doses administered,254816,2021-06-26,2021-06-28
Total Unknown/missing vaccine type,93,2021-06-26,2021-06-28
Total vaccine doses administered,5676890,2021-06-25,2021-06-27
Total Pfizer doses administered,3189455,2021-06-25,2021-06-27
Total Moderna doses administered,2233010,2021-06-25,2021-06-27
Total Johnson & Johnson doses administered,254330,2021-06-25,2021-06-27
Total Unknown/missing vaccine type,95,2021-06-25,2021-06-27
Total vaccine doses administered,5662635,2021-06-24,2021-06-26
Total Pfizer doses administered,3178806,2021-06-24,2021-06-26
Total Moderna doses administered,2229870,2021-06-24,2021-06-26
Total Johnson & Johnson doses administered,253859,2021-06-24,2021-06-26
Total Unknown/missing vaccine type,100,2021-06-24,2021-06-26
Total vaccine doses administered,5648941,2021-06-23,2021-06-25
Total Pfizer doses administered,3169246,2021-06-23,2021-06-25
Total Moderna doses administered,2226385,2021-06-23,2021-06-25
Total Johnson & Johnson doses administered,253224,2021-06-23,2021-06-25
Total Unknown/missing vaccine type,86,2021-06-23,2021-06-25
Total vaccine doses administered,5637765,2021-06-22,2021-06-24
Total Pfizer doses administered,3161099,2021-06-22,2021-06-24
Total Moderna doses administered,2223914,2021-06-22,2021-06-24
Total Johnson & Johnson doses administered,252650,2021-06-22,2021-06-24
Total Unknown/missing vaccine type,102,2021-06-22,2021-06-24
Total vaccine doses administered,5628826,2021-06-21,2021-06-23
Total Pfizer doses administered,3155068,2021-06-21,2021-06-23
Total Moderna doses administered,2221522,2021-06-21,2021-06-23
Total Johnson & Johnson doses administered,252146,2021-06-21,2021-06-23
Total Unknown/missing vaccine type,90,2021-06-21,2021-06-23
Total vaccine doses administered,5622031,2021-06-20,2021-06-22
Total Pfizer doses administered,3150911,2021-06-20,2021-06-22
Total Moderna doses administered,2219351,2021-06-20,2021-06-22
Total Johnson & Johnson doses administered,251688,2021-06-20,2021-06-22
Total Unknown/missing vaccine type,81,2021-06-20,2021-06-22
Total vaccine doses administered,5618848,2021-06-19,2021-06-21
Total Pfizer doses administered,3148740,2021-06-19,2021-06-21
Total Moderna doses administered,2218427,2021-06-19,2021-06-21
Total Johnson & Johnson doses administered,251608,2021-06-19,2021-06-21
Total Unknown/missing vaccine type,73,2021-06-19,2021-06-21
Total vaccine doses administered,5609336,2021-06-18,2021-06-20
Total Pfizer doses administered,3142008,2021-06-18,2021-06-20
Total Moderna doses administered,2215986,2021-06-18,2021-06-20
Total Johnson & Johnson doses administered,251272,2021-06-18,2021-06-20
Total Unknown/missing vaccine type,70,2021-06-18,2021-06-20
Total vaccine doses administered,5597081,2021-06-17,2021-06-19
Total Pfizer doses administered,3133276,2021-06-17,2021-06-19
Total Moderna doses administered,2213013,2021-06-17,2021-06-19
Total Johnson & Johnson doses administered,250731,2021-06-17,2021-06-19
Total Unknown/missing vaccine type,61,2021-06-17,2021-06-19
Total vaccine doses administered,5578085,2021-06-16,2021-06-18
Total Pfizer doses administered,3120152,2021-06-16,2021-06-18
Total Moderna doses administered,2207887,2021-06-16,2021-06-18
Total Johnson & Johnson doses administered,249985,2021-06-16,2021-06-18
Total Unknown/missing vaccine type,61,2021-06-16,2021-06-18
Total vaccine doses administered,5561729,2021-06-15,2021-06-17
Total Pfizer doses administered,3108354,2021-06-15,2021-06-17
Total Moderna doses administered,2204042,2021-06-15,2021-06-17
Total Johnson & Johnson doses administered,249275,2021-06-15,2021-06-17
Total Unknown/missing vaccine type,58,2021-06-15,2021-06-17
Total vaccine doses administered,5545231,2021-06-14,2021-06-16
Total Pfizer doses administered,3095962,2021-06-14,2021-06-16
Total Moderna doses administered,2200528,2021-06-14,2021-06-16
Total Johnson & Johnson doses administered,248672,2021-06-14,2021-06-16
Total Unknown/missing vaccine type,69,2021-06-14,2021-06-16
Total vaccine doses administered,5524057,2021-06-13,2021-06-15
Total Pfizer doses administered,3080441,2021-06-13,2021-06-15
Total Moderna doses administered,2195985,2021-06-13,2021-06-15
Total Johnson & Johnson doses administered,247566,2021-06-13,2021-06-15
Total Unknown/missing vaccine type,65,2021-06-13,2021-06-15
Total vaccine doses administered,5519554,2021-06-12,2021-06-14
Total Pfizer doses administered,3077334,2021-06-12,2021-06-14
Total Moderna doses administered,2194732,2021-06-12,2021-06-14
Total Johnson & Johnson doses administered,247422,2021-06-12,2021-06-14
Total Unknown/missing vaccine type,66,2021-06-12,2021-06-14
Total vaccine doses administered,5511077,2021-06-11,2021-06-13
Total Pfizer doses administered,3071120,2021-06-11,2021-06-13
Total Moderna doses administered,2192765,2021-06-11,2021-06-13
Total Johnson & Johnson doses administered,247127,2021-06-11,2021-06-13
Total Unknown/missing vaccine type,65,2021-06-11,2021-06-13
Total vaccine doses administered,5490579,2021-06-10,2021-06-12
Total Pfizer doses administered,3055333,2021-06-10,2021-06-12
Total Moderna doses administered,2189081,2021-06-10,2021-06-12
Total Johnson & Johnson doses administered,246101,2021-06-10,2021-06-12
Total Unknown/missing vaccine type,64,2021-06-10,2021-06-12
Total vaccine doses administered,5468727,2021-06-09,2021-06-11
Total Pfizer doses administered,3038310,2021-06-09,2021-06-11
Total Moderna doses administered,2184947,2021-06-09,2021-06-11
Total Johnson & Johnson doses administered,245412,2021-06-09,2021-06-11
Total Unknown/missing vaccine type,58,2021-06-09,2021-06-11
Total vaccine doses administered,5443293,2021-06-08,2021-06-10
Total Pfizer doses administered,3018295,2021-06-08,2021-06-10
Total Moderna doses administered,2180480,2021-06-08,2021-06-10
Total Johnson & Johnson doses administered,244462,2021-06-08,2021-06-10
Total Unknown/missing vaccine type,56,2021-06-08,2021-06-10
Total vaccine doses administered,5422565,2021-06-07,2021-06-09
Total Pfizer doses administered,3002102,2021-06-07,2021-06-09
Total Moderna doses administered,2176886,2021-06-07,2021-06-09
Total Johnson & Johnson doses administered,243532,2021-06-07,2021-06-09
Total Unknown/missing vaccine type,45,2021-06-07,2021-06-09
Total vaccine doses administered,5406372,2021-06-06,2021-06-08
Total Pfizer doses administered,2990249,2021-06-06,2021-06-08
Total Moderna doses administered,2173263,2021-06-06,2021-06-08
Total Johnson & Johnson doses administered,242821,2021-06-06,2021-06-08
Total Unknown/missing vaccine type,39,2021-06-06,2021-06-08
Total vaccine doses administered,5398438,2021-06-05,2021-06-07
Total Pfizer doses administered,2983726,2021-06-05,2021-06-07
Total Moderna doses administered,2172091,2021-06-05,2021-06-07
Total Johnson & Johnson doses administered,242583,2021-06-05,2021-06-07
Total Unknown/missing vaccine type,38,2021-06-05,2021-06-07
Total vaccine doses administered,5379844,2021-06-04,2021-06-06
Total Pfizer doses administered,2969488,2021-06-04,2021-06-06
Total Moderna doses administered,2168374,2021-06-04,2021-06-06
Total Johnson & Johnson doses administered,241944,2021-06-04,2021-06-06
Total Unknown/missing vaccine type,38,2021-06-04,2021-06-06
Total vaccine doses administered,5358944,2021-06-03,2021-06-05
Total Pfizer doses administered,2954044,2021-06-03,2021-06-05
Total Moderna doses administered,2163948,2021-06-03,2021-06-05
Total Johnson & Johnson doses administered,240916,2021-06-03,2021-06-05
Total Unknown/missing vaccine type,36,2021-06-03,2021-06-05
Total vaccine doses administered,5338495,2021-06-02,2021-06-04
Total Pfizer doses administered,2940947,2021-06-02,2021-06-04
Total Moderna doses administered,2157648,2021-06-02,2021-06-04
Total Johnson & Johnson doses administered,239864,2021-06-02,2021-06-04
Total Unknown/missing vaccine type,36,2021-06-02,2021-06-04
Total vaccine doses administered,5320162,2021-06-01,2021-06-03
Total Pfizer doses administered,2930457,2021-06-01,2021-06-03
Total Moderna doses administered,2150941,2021-06-01,2021-06-03
Total Johnson & Johnson doses administered,238733,2021-06-01,2021-06-03
Total Unknown/missing vaccine type,31,2021-06-01,2021-06-03
Total vaccine doses administered,5307794,2021-05-31,2021-06-02
Total Pfizer doses administered,2922939,2021-05-31,2021-06-02
Total Moderna doses administered,2146639,2021-05-31,2021-06-02
Total Johnson & Johnson doses administered,238184,2021-05-31,2021-06-02
Total Unknown/missing vaccine type,32,2021-05-31,2021-06-02
Total vaccine doses administered,5298997,2021-05-29,2021-06-01
Total Pfizer doses administered,2917820,2021-05-29,2021-06-01
Total Moderna doses administered,2143673,2021-05-29,2021-06-01
Total Johnson & Johnson doses administered,237472,2021-05-29,2021-06-01
Total Unknown/missing vaccine type,32,2021-05-29,2021-06-01
Total vaccine doses administered,5288830,2021-05-28,2021-05-30
Total Pfizer doses administered,2911482,2021-05-28,2021-05-30
Total Moderna doses administered,2140493,2021-05-28,2021-05-30
Total Johnson & Johnson doses administered,236826,2021-05-28,2021-05-30
Total Unknown/missing vaccine type,29,2021-05-28,2021-05-30
Total vaccine doses administered,5266811,2021-05-27,2021-05-29
Total Pfizer doses administered,2898536,2021-05-27,2021-05-29
Total Moderna doses administered,2132575,2021-05-27,2021-05-29
Total Johnson & Johnson doses administered,235675,2021-05-27,2021-05-29
Total Unknown/missing vaccine type,25,2021-05-27,2021-05-29
Total vaccine doses administered,5240827,2021-05-26,2021-05-28
Total Pfizer doses administered,2883441,2021-05-26,2021-05-28
Total Moderna doses administered,2123014,2021-05-26,2021-05-28
Total Johnson & Johnson doses administered,234346,2021-05-26,2021-05-28
Total Unknown/missing vaccine type,26,2021-05-26,2021-05-28
Total vaccine doses administered,5212215,2021-05-25,2021-05-27
Total Pfizer doses administered,2866756,2021-05-25,2021-05-27
Total Moderna doses administered,2112731,2021-05-25,2021-05-27
Total Johnson & Johnson doses administered,232701,2021-05-25,2021-05-27
Total Unknown/missing vaccine type,27,2021-05-25,2021-05-27
Total vaccine doses administered,5181374,2021-05-24,2021-05-26
Total Pfizer doses administered,2846983,2021-05-24,2021-05-26
Total Moderna doses administered,2103015,2021-05-24,2021-05-26
Total Johnson & Johnson doses administered,231347,2021-05-24,2021-05-26
Total Unknown/missing vaccine type,29,2021-05-24,2021-05-26
Total vaccine doses administered,5162924,2021-05-23,2021-05-25
Total Pfizer doses administered,2835180,2021-05-23,2021-05-25
Total Moderna doses administered,2097303,2021-05-23,2021-05-25
Total Johnson & Johnson doses administered,230414,2021-05-23,2021-05-25
Total Unknown/missing vaccine type,27,2021-05-23,2021-05-25
Total vaccine doses administered,5152980,2021-05-22,2021-05-24
Total Pfizer doses administered,2828368,2021-05-22,2021-05-24
Total Moderna doses administered,2094644,2021-05-22,2021-05-24
Total Johnson & Johnson doses administered,229941,2021-05-22,2021-05-24
Total Unknown/missing vaccine type,27,2021-05-22,2021-05-24
Total vaccine doses administered,5128479,2021-05-21,2021-05-23
Total Pfizer doses administered,2812192,2021-05-21,2021-05-23
Total Moderna doses administered,2087267,2021-05-21,2021-05-23
Total Johnson & Johnson doses administered,228998,2021-05-21,2021-05-23
Total Unknown/missing vaccine type,22,2021-05-21,2021-05-23
Total vaccine doses administered,5090995,2021-05-20,2021-05-22
Total Pfizer doses administered,2787054,2021-05-20,2021-05-22
Total Moderna doses administered,2076649,2021-05-20,2021-05-22
Total Johnson & Johnson doses administered,227268,2021-05-20,2021-05-22
Total Unknown/missing vaccine type,24,2021-05-20,2021-05-22
Total vaccine doses administered,5030748,2021-05-19,2021-05-21
Total Pfizer doses administered,2748137,2021-05-19,2021-05-21
Total Moderna doses administered,2057521,2021-05-19,2021-05-21
Total Johnson & Johnson doses administered,225073,2021-05-19,2021-05-21
Total Unknown/missing vaccine type,17,2021-05-19,2021-05-21
Total vaccine doses administered,4984556,2021-05-18,2021-05-20
Total Pfizer doses administered,2716538,2021-05-18,2021-05-20
Total Moderna doses administered,2044709,2021-05-18,2021-05-20
Total Johnson & Johnson doses administered,223291,2021-05-18,2021-05-20
Total Unknown/missing vaccine type,18,2021-05-18,2021-05-20
Total vaccine doses administered,4914949,2021-05-17,2021-05-19
Total Pfizer doses administered,2670369,2021-05-17,2021-05-19
Total Moderna doses administered,2024551,2021-05-17,2021-05-19
Total Johnson & Johnson doses administered,220009,2021-05-17,2021-05-19
Total Unknown/missing vaccine type,20,2021-05-17,2021-05-19
Total vaccine doses administered,4885672,2021-05-16,2021-05-18
Total Pfizer doses administered,2650048,2021-05-16,2021-05-18
Total Moderna doses administered,2016669,2021-05-16,2021-05-18
Total Johnson & Johnson doses administered,218938,2021-05-16,2021-05-18
Total Unknown/missing vaccine type,17,2021-05-16,2021-05-18
Total vaccine doses administered,4870838,2021-05-15,2021-05-17
Total Pfizer doses administered,2638301,2021-05-15,2021-05-17
Total Moderna doses administered,2014013,2021-05-15,2021-05-17
Total Johnson & Johnson doses administered,218487,2021-05-15,2021-05-17
Total Unknown/missing vaccine type,37,2021-05-15,2021-05-17
Total vaccine doses administered,4845135,2021-05-14,2021-05-16
Total Pfizer doses administered,2619135,2021-05-14,2021-05-16
Total Moderna doses administered,2008346,2021-05-14,2021-05-16
Total Johnson & Johnson doses administered,217617,2021-05-14,2021-05-16
Total Unknown/missing vaccine type,37,2021-05-14,2021-05-16
Total vaccine doses administered,4799651,2021-05-13,2021-05-15
Total Pfizer doses administered,2587437,2021-05-13,2021-05-15
Total Moderna doses administered,1996264,2021-05-13,2021-05-15
Total Johnson & Johnson doses administered,215910,2021-05-13,2021-05-15
Total Unknown/missing vaccine type,40,2021-05-13,2021-05-15
Total vaccine doses administered,4754427,2021-05-12,2021-05-14
Total Pfizer doses administered,2562541,2021-05-12,2021-05-14
Total Moderna doses administered,1978036,2021-05-12,2021-05-14
Total Johnson & Johnson doses administered,213810,2021-05-12,2021-05-14
Total Unknown/missing vaccine type,40,2021-05-12,2021-05-14
Total vaccine doses administered,4716455,2021-05-11,2021-05-13
Total Pfizer doses administered,2541315,2021-05-11,2021-05-13
Total Moderna doses administered,1962719,2021-05-11,2021-05-13
Total Johnson & Johnson doses administered,212377,2021-05-11,2021-05-13
Total Unknown/missing vaccine type,44,2021-05-11,2021-05-13
Total vaccine doses administered,4676965,2021-05-10,2021-05-12
Total Pfizer doses administered,2515983,2021-05-10,2021-05-12
Total Moderna doses administered,1950321,2021-05-10,2021-05-12
Total Johnson & Johnson doses administered,210615,2021-05-10,2021-05-12
Total Unknown/missing vaccine type,46,2021-05-10,2021-05-12
Total vaccine doses administered,4645782,2021-05-09,2021-05-11
Total Pfizer doses administered,2497731,2021-05-09,2021-05-11
Total Moderna doses administered,1938489,2021-05-09,2021-05-11
Total Johnson & Johnson doses administered,209514,2021-05-09,2021-05-11
Total Unknown/missing vaccine type,48,2021-05-09,2021-05-11
Total vaccine doses administered,4625195,2021-05-08,2021-05-10
Total Pfizer doses administered,2482652,2021-05-08,2021-05-10
Total Moderna doses administered,1934330,2021-05-08,2021-05-10
Total Johnson & Johnson doses administered,208165,2021-05-08,2021-05-10
Total Unknown/missing vaccine type,48,2021-05-08,2021-05-10
Total vaccine doses administered,4594693,2021-05-07,2021-05-09
Total Pfizer doses administered,2462408,2021-05-07,2021-05-09
Total Moderna doses administered,1926069,2021-05-07,2021-05-09
Total Johnson & Johnson doses administered,206169,2021-05-07,2021-05-09
Total Unknown/missing vaccine type,47,2021-05-07,2021-05-09
Total vaccine doses administered,4551759,2021-05-06,2021-05-08
Total Pfizer doses administered,2435008,2021-05-06,2021-05-08
Total Moderna doses administered,1912448,2021-05-06,2021-05-08
Total Johnson & Johnson doses administered,204260,2021-05-06,2021-05-08
Total Unknown/missing vaccine type,43,2021-05-06,2021-05-08
Total vaccine doses administered,4504078,2021-05-05,2021-05-07
Total Pfizer doses administered,2405431,2021-05-05,2021-05-07
Total Moderna doses administered,1896202,2021-05-05,2021-05-07
Total Johnson & Johnson doses administered,202431,2021-05-05,2021-05-07
Total Unknown/missing vaccine type,14,2021-05-05,2021-05-07
Total vaccine doses administered,4457725,2021-05-04,2021-05-06
Total Pfizer doses administered,2375226,2021-05-04,2021-05-06
Total Moderna doses administered,1882236,2021-05-04,2021-05-06
Total Johnson & Johnson doses administered,200250,2021-05-04,2021-05-06
Total Unknown/missing vaccine type,13,2021-05-04,2021-05-06
Total vaccine doses administered,4416163,2021-05-03,2021-05-05
Total Pfizer doses administered,2349126,2021-05-03,2021-05-05
Total Moderna doses administered,1868423,2021-05-03,2021-05-05
Total Johnson & Johnson doses administered,198600,2021-05-03,2021-05-05
Total Unknown/missing vaccine type,14,2021-05-03,2021-05-05
Total vaccine doses administered,4391066,2021-05-02,2021-05-04
Total Pfizer doses administered,2331728,2021-05-02,2021-05-04
Total Moderna doses administered,1861221,2021-05-02,2021-05-04
Total Johnson & Johnson doses administered,198101,2021-05-02,2021-05-04
Total Unknown/missing vaccine type,16,2021-05-02,2021-05-04
Total vaccine doses administered,4379654,2021-05-01,2021-05-03
Total Pfizer doses administered,2322268,2021-05-01,2021-05-03
Total Moderna doses administered,1859353,2021-05-01,2021-05-03
Total Johnson & Johnson doses administered,198017,2021-05-01,2021-05-03
Total Unknown/missing vaccine type,16,2021-05-01,2021-05-03
Total vaccine doses administered,4358219,2021-04-30,2021-05-02
Total Pfizer doses administered,2305538,2021-04-30,2021-05-02
Total Moderna doses administered,1855085,2021-04-30,2021-05-02
Total Johnson & Johnson doses administered,197581,2021-04-30,2021-05-02
Total Unknown/missing vaccine type,15,2021-04-30,2021-05-02
Total vaccine doses administered,4306144,2021-04-29,2021-05-01
Total Pfizer doses administered,2274443,2021-04-29,2021-05-01
Total Moderna doses administered,1835145,2021-04-29,2021-05-01
Total Johnson & Johnson doses administered,196541,2021-04-29,2021-05-01
Total Unknown/missing vaccine type,15,2021-04-29,2021-05-01
Total vaccine doses administered,4239232,2021-04-28,2021-04-30
Total Pfizer doses administered,2235850,2021-04-28,2021-04-30
Total Moderna doses administered,1807913,2021-04-28,2021-04-30
Total Johnson & Johnson doses administered,195456,2021-04-28,2021-04-30
Total Unknown/missing vaccine type,13,2021-04-28,2021-04-30
Total vaccine doses administered,4177319,2021-04-27,2021-04-29
Total Pfizer doses administered,2197476,2021-04-27,2021-04-29
Total Moderna doses administered,1785077,2021-04-27,2021-04-29
Total Johnson & Johnson doses administered,194753,2021-04-27,2021-04-29
Total Unknown/missing vaccine type,13,2021-04-27,2021-04-29
Total vaccine doses administered,4133871,2021-04-26,2021-04-28
Total Pfizer doses administered,2169087,2021-04-26,2021-04-28
Total Moderna doses administered,1770216,2021-04-26,2021-04-28
Total Johnson & Johnson doses administered,194555,2021-04-26,2021-04-28
Total Unknown/missing vaccine type,13,2021-04-26,2021-04-28
Total vaccine doses administered,4092496,2021-04-25,2021-04-27
Total Pfizer doses administered,2140232,2021-04-25,2021-04-27
Total Moderna doses administered,1757741,2021-04-25,2021-04-27
Total Johnson & Johnson doses administered,194510,2021-04-25,2021-04-27
Total Unknown/missing vaccine type,13,2021-04-25,2021-04-27
Total vaccine doses administered,4078308,2021-04-24,2021-04-26
Total Pfizer doses administered,2130642,2021-04-24,2021-04-26
Total Moderna doses administered,1753149,2021-04-24,2021-04-26
Total Johnson & Johnson doses administered,194502,2021-04-24,2021-04-26
Total Unknown/missing vaccine type,15,2021-04-24,2021-04-26
Total vaccine doses administered,4042577,2021-04-23,2021-04-25
Total Pfizer doses administered,2104936,2021-04-23,2021-04-25
Total Moderna doses administered,1743135,2021-04-23,2021-04-25
Total Johnson & Johnson doses administered,194491,2021-04-23,2021-04-25
Total Unknown/missing vaccine type,15,2021-04-23,2021-04-25
Total vaccine doses administered,3965362,2021-04-22,2021-04-24
Total Pfizer doses administered,2058287,2021-04-22,2021-04-24
Total Moderna doses administered,1712609,2021-04-22,2021-04-24
Total Johnson & Johnson doses administered,194448,2021-04-22,2021-04-24
Total Unknown/missing vaccine type,18,2021-04-22,2021-04-24
Total vaccine doses administered,3900609,2021-04-21,2021-04-23
Total Pfizer doses administered,2020554,2021-04-21,2021-04-23
Total Moderna doses administered,1685676,2021-04-21,2021-04-23
Total Johnson & Johnson doses administered,194360,2021-04-21,2021-04-23
Total Unknown/missing vaccine type,19,2021-04-21,2021-04-23
Total vaccine doses administered,3837062,2021-04-20,2021-04-22
Total Pfizer doses administered,1984110,2021-04-20,2021-04-22
Total Moderna doses administered,1658621,2021-04-20,2021-04-22
Total Johnson & Johnson doses administered,194314,2021-04-20,2021-04-22
Total Unknown/missing vaccine type,17,2021-04-20,2021-04-22
Total vaccine doses administered,3785179,2021-04-19,2021-04-21
Total Pfizer doses administered,1950944,2021-04-19,2021-04-21
Total Moderna doses administered,1640066,2021-04-19,2021-04-21
Total Johnson & Johnson doses administered,194150,2021-04-19,2021-04-21
Total Unknown/missing vaccine type,19,2021-04-19,2021-04-21
Total vaccine doses administered,3748622,2021-04-18,2021-04-20
Total Pfizer doses administered,1930825,2021-04-18,2021-04-20
Total Moderna doses administered,1623730,2021-04-18,2021-04-20
Total Johnson & Johnson doses administered,194049,2021-04-18,2021-04-20
Total Unknown/missing vaccine type,18,2021-04-18,2021-04-20
Total vaccine doses administered,3731185,2021-04-17,2021-04-19
Total Pfizer doses administered,1917202,2021-04-17,2021-04-19
Total Moderna doses administered,1619920,2021-04-17,2021-04-19
Total Johnson & Johnson doses administered,194045,2021-04-17,2021-04-19
Total Unknown/missing vaccine type,18,2021-04-17,2021-04-19
Total vaccine doses administered,3687953,2021-04-16,2021-04-18
Total Pfizer doses administered,1889327,2021-04-16,2021-04-18
Total Moderna doses administered,1604657,2021-04-16,2021-04-18
Total Johnson & Johnson doses administered,193952,2021-04-16,2021-04-18
Total Unknown/missing vaccine type,17,2021-04-16,2021-04-18
Total vaccine doses administered,3617216,2021-04-15,2021-04-17
Total Pfizer doses administered,1848019,2021-04-15,2021-04-17
Total Moderna doses administered,1575749,2021-04-15,2021-04-17
Total Johnson & Johnson doses administered,193432,2021-04-15,2021-04-17
Total Unknown/missing vaccine type,16,2021-04-15,2021-04-17
Total vaccine doses administered,3532035,2021-04-14,2021-04-16
Total Pfizer doses administered,1803067,2021-04-14,2021-04-16
Total Moderna doses administered,1535990,2021-04-14,2021-04-16
Total Johnson & Johnson doses administered,192962,2021-04-14,2021-04-16
Total Unknown/missing vaccine type,16,2021-04-14,2021-04-16
Total vaccine doses administered,3466394,2021-04-13,2021-04-15
Total Pfizer doses administered,1764969,2021-04-13,2021-04-15
Total Moderna doses administered,1510815,2021-04-13,2021-04-15
Total Johnson & Johnson doses administered,190593,2021-04-13,2021-04-15
Total Unknown/missing vaccine type,17,2021-04-13,2021-04-15
Total vaccine doses administered,3413928,2021-04-12,2021-04-14
Total Pfizer doses administered,1736753,2021-04-12,2021-04-14
Total Moderna doses administered,1492375,2021-04-12,2021-04-14
Total Johnson & Johnson doses administered,184782,2021-04-12,2021-04-14
Total Unknown/missing vaccine type,18,2021-04-12,2021-04-14
Total vaccine doses administered,3369083,2021-04-11,2021-04-13
Total Pfizer doses administered,1715697,2021-04-11,2021-04-13
Total Moderna doses administered,1478486,2021-04-11,2021-04-13
Total Johnson & Johnson doses administered,174881,2021-04-11,2021-04-13
Total Unknown/missing vaccine type,19,2021-04-11,2021-04-13
Total vaccine doses administered,3344456,2021-04-10,2021-04-12
Total Pfizer doses administered,1702665,2021-04-10,2021-04-12
Total Moderna doses administered,1475446,2021-04-10,2021-04-12
