age_group,year,week,case_definition,white,black_african_american,american_indian,asian_pacific_islander,multiracial,hispanic,web_date
65+,2022,9,Up to date vaccine doses,0.8029999999999999,0.731,0.618,0.862,0.6709999999999999,0.672,2022-05-06
5-11,2022,9,Up to date vaccine doses,0.31,0.196,0.255,0.529,0.205,0.241,2022-05-06
5+,2022,9,Up to date vaccine doses,0.455,0.248,0.292,0.49700000000000005,0.212,0.294,2022-05-06
45-64,2022,9,Up to date vaccine doses,0.474,0.4320000000000001,0.396,0.662,0.385,0.487,2022-05-06
19-44,2022,9,Up to date vaccine doses,0.342,0.17,0.22,0.424,0.191,0.259,2022-05-06
12-18,2022,9,Up to date vaccine doses,0.18600000000000003,0.085,0.12,0.28300000000000003,0.094,0.132,2022-05-06
12+,2022,9,Up to date vaccine doses,0.468,0.258,0.298,0.493,0.214,0.305,2022-05-06
65+,2022,8,Up to date vaccine doses,0.802,0.725,0.615,0.858,0.669,0.669,2022-05-06
5-11,2022,8,Up to date vaccine doses,0.306,0.187,0.247,0.516,0.201,0.233,2022-05-06
5+,2022,8,Up to date vaccine doses,0.452,0.243,0.28800000000000003,0.491,0.209,0.289,2022-05-06
45-64,2022,8,Up to date vaccine doses,0.472,0.426,0.393,0.657,0.382,0.481,2022-05-06
19-44,2022,8,Up to date vaccine doses,0.33899999999999997,0.16699999999999998,0.215,0.419,0.18899999999999997,0.255,2022-05-06
12-18,2022,8,Up to date vaccine doses,0.181,0.08199999999999999,0.115,0.275,0.092,0.126,2022-05-06
12+,2022,8,Up to date vaccine doses,0.465,0.253,0.294,0.488,0.212,0.3,2022-05-06
65+,2022,7,Up to date vaccine doses,0.8,0.7190000000000001,0.611,0.855,0.667,0.664,2022-05-06
5-11,2022,7,Up to date vaccine doses,0.299,0.172,0.233,0.487,0.195,0.21899999999999997,2022-05-06
5+,2022,7,Up to date vaccine doses,0.449,0.237,0.282,0.483,0.206,0.282,2022-05-06
45-64,2022,7,Up to date vaccine doses,0.47,0.42,0.388,0.6509999999999999,0.379,0.475,2022-05-06
19-44,2022,7,Up to date vaccine doses,0.337,0.163,0.211,0.414,0.187,0.25,2022-05-06
12-18,2022,7,Up to date vaccine doses,0.17600000000000002,0.077,0.109,0.265,0.08800000000000001,0.12,2022-05-06
12+,2022,7,Up to date vaccine doses,0.463,0.249,0.29,0.482,0.209,0.294,2022-05-06
65+,2022,6,Up to date vaccine doses,0.7979999999999999,0.711,0.61,0.85,0.665,0.659,2022-05-06
5-11,2022,6,Up to date vaccine doses,0.29100000000000004,0.159,0.221,0.457,0.18899999999999997,0.203,2022-05-06
5+,2022,6,Up to date vaccine doses,0.446,0.23,0.275,0.472,0.202,0.273,2022-05-06
45-64,2022,6,Up to date vaccine doses,0.467,0.411,0.381,0.644,0.376,0.466,2022-05-06
19-44,2022,6,Up to date vaccine doses,0.33399999999999996,0.158,0.205,0.407,0.184,0.243,2022-05-06
12-18,2022,6,Up to date vaccine doses,0.17,0.07200000000000001,0.104,0.253,0.085,0.112,2022-05-06
12+,2022,6,Up to date vaccine doses,0.46,0.243,0.284,0.475,0.206,0.287,2022-05-06
65+,2022,5,Up to date vaccine doses,0.795,0.698,0.606,0.8420000000000001,0.6579999999999999,0.652,2022-05-06
5-11,2022,5,Up to date vaccine doses,0.282,0.14400000000000002,0.208,0.428,0.183,0.188,2022-05-06
5+,2022,5,Up to date vaccine doses,0.441,0.221,0.268,0.461,0.197,0.263,2022-05-06
45-64,2022,5,Up to date vaccine doses,0.463,0.4,0.376,0.635,0.37,0.453,2022-05-06
19-44,2022,5,Up to date vaccine doses,0.33,0.152,0.199,0.399,0.181,0.235,2022-05-06
12-18,2022,5,Up to date vaccine doses,0.162,0.067,0.096,0.24,0.08,0.103,2022-05-06
12+,2022,5,Up to date vaccine doses,0.456,0.235,0.278,0.465,0.202,0.278,2022-05-06
65+,2022,4,Up to date vaccine doses,0.7909999999999999,0.6809999999999999,0.6,0.8320000000000001,0.6509999999999999,0.643,2022-05-06
5-11,2022,4,Up to date vaccine doses,0.273,0.131,0.197,0.395,0.175,0.174,2022-05-06
5+,2022,4,Up to date vaccine doses,0.435,0.211,0.26,0.446,0.191,0.25,2022-05-06
45-64,2022,4,Up to date vaccine doses,0.457,0.387,0.369,0.623,0.363,0.436,2022-05-06
19-44,2022,4,Up to date vaccine doses,0.324,0.145,0.191,0.387,0.17600000000000002,0.224,2022-05-06
12-18,2022,4,Up to date vaccine doses,0.153,0.06,0.086,0.221,0.07400000000000001,0.093,2022-05-06
12+,2022,4,Up to date vaccine doses,0.45,0.226,0.271,0.453,0.196,0.265,2022-05-06
65+,2022,3,Up to date vaccine doses,0.7859999999999999,0.66,0.593,0.82,0.6459999999999999,0.631,2022-05-06
5-11,2022,3,Up to date vaccine doses,0.264,0.117,0.188,0.369,0.16699999999999998,0.161,2022-05-06
5+,2022,3,Up to date vaccine doses,0.4270000000000001,0.199,0.25,0.4270000000000001,0.183,0.235,2022-05-06
45-64,2022,3,Up to date vaccine doses,0.449,0.369,0.359,0.607,0.354,0.414,2022-05-06
19-44,2022,3,Up to date vaccine doses,0.316,0.136,0.183,0.371,0.17,0.21,2022-05-06
12-18,2022,3,Up to date vaccine doses,0.136,0.051,0.071,0.19,0.064,0.077,2022-05-06
12+,2022,3,Up to date vaccine doses,0.442,0.214,0.261,0.435,0.18899999999999997,0.249,2022-05-06
65+,2022,2,Up to date vaccine doses,0.78,0.636,0.583,0.8029999999999999,0.637,0.614,2022-05-06
5-11,2022,2,Up to date vaccine doses,0.255,0.104,0.177,0.342,0.159,0.152,2022-05-06
5+,2022,2,Up to date vaccine doses,0.416,0.185,0.24,0.403,0.174,0.218,2022-05-06
45-64,2022,2,Up to date vaccine doses,0.43799999999999994,0.348,0.348,0.585,0.342,0.39,2022-05-06
19-44,2022,2,Up to date vaccine doses,0.304,0.127,0.174,0.349,0.162,0.194,2022-05-06
12-18,2022,2,Up to date vaccine doses,0.109,0.039,0.055,0.149,0.049,0.057,2022-05-06
12+,2022,2,Up to date vaccine doses,0.43,0.2,0.25,0.411,0.17800000000000002,0.231,2022-05-06
65+,2022,1,Up to date vaccine doses,0.7709999999999999,0.61,0.569,0.784,0.623,0.596,2022-05-06
5-11,2022,1,Up to date vaccine doses,0.245,0.092,0.16399999999999998,0.315,0.151,0.13699999999999998,2022-05-06
5+,2022,1,Up to date vaccine doses,0.4,0.17,0.226,0.373,0.162,0.199,2022-05-06
45-64,2022,1,Up to date vaccine doses,0.423,0.324,0.33399999999999996,0.555,0.32799999999999996,0.363,2022-05-06
19-44,2022,1,Up to date vaccine doses,0.28800000000000003,0.114,0.162,0.321,0.152,0.17600000000000002,2022-05-06
12-18,2022,1,Up to date vaccine doses,0.076,0.026,0.035,0.098,0.033,0.038,2022-05-06
12+,2022,1,Up to date vaccine doses,0.414,0.184,0.236,0.381,0.165,0.211,2022-05-06
65+,2021,52,Up to date vaccine doses,0.76,0.585,0.56,0.762,0.609,0.5720000000000001,2022-05-06
5-11,2021,52,Up to date vaccine doses,0.227,0.077,0.146,0.272,0.138,0.12,2022-05-06
5+,2021,52,Up to date vaccine doses,0.3829999999999999,0.155,0.214,0.342,0.149,0.17800000000000002,2022-05-06
45-64,2021,52,Up to date vaccine doses,0.405,0.3,0.321,0.521,0.31,0.332,2022-05-06
19-44,2021,52,Up to date vaccine doses,0.26899999999999996,0.102,0.151,0.293,0.138,0.156,2022-05-06
12-18,2021,52,Up to date vaccine doses,0.054,0.019,0.026,0.071,0.023,0.026,2022-05-06
12+,2021,52,Up to date vaccine doses,0.397,0.16899999999999998,0.225,0.35100000000000003,0.152,0.19,2022-05-06
65+,2021,51,Up to date vaccine doses,0.7490000000000001,0.562,0.5489999999999999,0.737,0.596,0.556,2022-05-06
5-11,2021,51,Up to date vaccine doses,0.212,0.067,0.131,0.245,0.129,0.108,2022-05-06
5+,2021,51,Up to date vaccine doses,0.3670000000000001,0.142,0.204,0.315,0.138,0.16399999999999998,2022-05-06
45-64,2021,51,Up to date vaccine doses,0.386,0.278,0.31,0.487,0.293,0.308,2022-05-06
19-44,2021,51,Up to date vaccine doses,0.252,0.092,0.14300000000000002,0.268,0.127,0.14300000000000002,2022-05-06
12-18,2021,51,Up to date vaccine doses,0.04,0.01399999999999999,0.02,0.052,0.017,0.02,2022-05-06
12+,2021,51,Up to date vaccine doses,0.381,0.156,0.21600000000000005,0.325,0.141,0.175,2022-05-06
65+,2021,50,Up to date vaccine doses,0.7340000000000001,0.53,0.537,0.7070000000000001,0.581,0.536,2022-05-06
5-11,2021,50,Up to date vaccine doses,0.196,0.05799999999999999,0.116,0.215,0.118,0.098,2022-05-06
5+,2021,50,Up to date vaccine doses,0.34700000000000003,0.128,0.193,0.284,0.126,0.149,2022-05-06
45-64,2021,50,Up to date vaccine doses,0.363,0.252,0.294,0.446,0.271,0.282,2022-05-06
19-44,2021,50,Up to date vaccine doses,0.23,0.081,0.133,0.237,0.114,0.128,2022-05-06
12-18,2021,50,Up to date vaccine doses,0.026,0.008,0.016,0.033,0.011,0.01399999999999999,2022-05-06
12+,2021,50,Up to date vaccine doses,0.361,0.141,0.205,0.294,0.129,0.16,2022-05-06
65+,2021,49,Up to date vaccine doses,0.7090000000000001,0.485,0.515,0.6659999999999999,0.5529999999999999,0.502,2022-05-06
5-11,2021,49,Up to date vaccine doses,0.159,0.04099999999999999,0.09,0.155,0.094,0.07400000000000001,2022-05-06
5+,2021,49,Up to date vaccine doses,0.317,0.108,0.175,0.241,0.107,0.126,2022-05-06
45-64,2021,49,Up to date vaccine doses,0.326,0.215,0.27,0.388,0.238,0.242,2022-05-06
19-44,2021,49,Up to date vaccine doses,0.2,0.066,0.119,0.196,0.095,0.107,2022-05-06
12-18,2021,49,Up to date vaccine doses,0.01399999999999999,0.005,0.012,0.019,0.006,0.008,2022-05-06
12+,2021,49,Up to date vaccine doses,0.331,0.121,0.18899999999999997,0.252,0.111,0.13699999999999998,2022-05-06
65+,2021,48,Up to date vaccine doses,0.6779999999999999,0.44,0.491,0.617,0.52,0.462,2022-05-06
5-11,2021,48,Up to date vaccine doses,0.096,0.02,0.05599999999999999,0.075,0.055,0.04,2022-05-06
5+,2021,48,Up to date vaccine doses,0.282,0.09,0.153,0.197,0.086,0.1,2022-05-06
45-64,2021,48,Up to date vaccine doses,0.284,0.181,0.241,0.32799999999999996,0.204,0.196,2022-05-06
19-44,2021,48,Up to date vaccine doses,0.17,0.054,0.101,0.159,0.078,0.084,2022-05-06
12-18,2021,48,Up to date vaccine doses,0.01,0.003,0.009,0.013,0.004,0.006,2022-05-06
12+,2021,48,Up to date vaccine doses,0.299,0.103,0.16899999999999998,0.213,0.096,0.112,2022-05-06
65+,2021,47,Up to date vaccine doses,0.635,0.385,0.449,0.569,0.478,0.415,2022-05-06
5-11,2021,47,Up to date vaccine doses,0.013,0.002,0.004,0.00699999999999999,0.009,0.004,2022-05-06
5+,2021,47,Up to date vaccine doses,0.242,0.071,0.125,0.156,0.064,0.075,2022-05-06
45-64,2021,47,Up to date vaccine doses,0.237,0.145,0.203,0.271,0.173,0.152,2022-05-06
19-44,2021,47,Up to date vaccine doses,0.138,0.04099999999999999,0.08199999999999999,0.125,0.062,0.064,2022-05-06
12-18,2021,47,Up to date vaccine doses,0.00699999999999999,0.002,0.00699999999999999,0.01,0.003,0.004,2022-05-06
12+,2021,47,Up to date vaccine doses,0.262,0.083,0.145,0.177,0.08,0.08900000000000001,2022-05-06
65+,2021,46,Up to date vaccine doses,0.598,0.35,0.419,0.52,0.44,0.38,2022-05-06
5-11,2021,46,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,46,Up to date vaccine doses,0.214,0.061,0.111,0.13,0.052,0.063,2022-05-06
45-64,2021,46,Up to date vaccine doses,0.2,0.123,0.18,0.223,0.146,0.127,2022-05-06
19-44,2021,46,Up to date vaccine doses,0.114,0.034,0.069,0.101,0.05,0.052,2022-05-06
12-18,2021,46,Up to date vaccine doses,0.005,0.002,0.005,0.006,0.002,0.003,2022-05-06
12+,2021,46,Up to date vaccine doses,0.234,0.07200000000000001,0.13,0.14800000000000002,0.068,0.075,2022-05-06
65+,2021,45,Up to date vaccine doses,0.527,0.28800000000000003,0.358,0.447,0.38,0.322,2022-05-06
5-11,2021,45,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,45,Up to date vaccine doses,0.177,0.046,0.08800000000000001,0.103,0.04099999999999999,0.048,2022-05-06
45-64,2021,45,Up to date vaccine doses,0.152,0.092,0.14,0.172,0.116,0.094,2022-05-06
19-44,2021,45,Up to date vaccine doses,0.086,0.025,0.051,0.076,0.037,0.039,2022-05-06
12-18,2021,45,Up to date vaccine doses,0.003,0.001,0.004,0.005,0.002,0.002,2022-05-06
12+,2021,45,Up to date vaccine doses,0.193,0.055,0.103,0.117,0.054,0.05799999999999999,2022-05-06
65+,2021,44,Up to date vaccine doses,0.457,0.235,0.308,0.37,0.32,0.272,2022-05-06
5-11,2021,44,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,44,Up to date vaccine doses,0.146,0.036,0.073,0.079,0.033,0.037,2022-05-06
45-64,2021,44,Up to date vaccine doses,0.117,0.069,0.116,0.128,0.09,0.071,2022-05-06
19-44,2021,44,Up to date vaccine doses,0.066,0.019,0.039,0.057,0.02799999999999999,0.02899999999999999,2022-05-06
12-18,2021,44,Up to date vaccine doses,0.003,0.001,0.003,0.004,0.001,0.002,2022-05-06
12+,2021,44,Up to date vaccine doses,0.159,0.043,0.085,0.09,0.042,0.045,2022-05-06
65+,2021,43,Up to date vaccine doses,0.374,0.177,0.236,0.292,0.257,0.213,2022-05-06
5-11,2021,43,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,43,Up to date vaccine doses,0.115,0.027,0.053,0.06,0.025,0.02799999999999999,2022-05-06
45-64,2021,43,Up to date vaccine doses,0.086,0.051,0.084,0.094,0.067,0.051,2022-05-06
19-44,2021,43,Up to date vaccine doses,0.049,0.015,0.027,0.043,0.02,0.021,2022-05-06
12-18,2021,43,Up to date vaccine doses,0.002,0.001,0.002,0.003,0.001,0.002,2022-05-06
12+,2021,43,Up to date vaccine doses,0.125,0.032,0.062,0.068,0.032,0.034,2022-05-06
65+,2021,42,Up to date vaccine doses,0.275,0.129,0.155,0.21899999999999997,0.19,0.154,2022-05-06
45-64,2021,42,Up to date vaccine doses,0.05799999999999999,0.037,0.049,0.066,0.045,0.036,2022-05-06
19-44,2021,42,Up to date vaccine doses,0.035,0.011,0.017,0.032,0.015,0.016,2022-05-06
12-18,2021,42,Up to date vaccine doses,0.002,0.001,0.002,0.003,0.001,0.001,2022-05-06
12+,2021,42,Up to date vaccine doses,0.09,0.024,0.039,0.05,0.023,0.024,2022-05-06
65+,2021,41,Up to date vaccine doses,0.225,0.101,0.133,0.174,0.154,0.122,2022-05-06
5-11,2021,41,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,41,Up to date vaccine doses,0.067,0.015,0.02799999999999999,0.035,0.01399999999999999,0.016,2022-05-06
45-64,2021,41,Up to date vaccine doses,0.045,0.02799999999999999,0.04099999999999999,0.052,0.036,0.02899999999999999,2022-05-06
19-44,2021,41,Up to date vaccine doses,0.02799999999999999,0.009,0.01399999999999999,0.026,0.012,0.013,2022-05-06
12-18,2021,41,Up to date vaccine doses,0.002,0.001,0.002,0.002,0.001,0.001,2022-05-06
12+,2021,41,Up to date vaccine doses,0.073,0.018,0.033,0.04,0.019,0.019,2022-05-06
65+,2021,40,Up to date vaccine doses,0.17800000000000002,0.07400000000000001,0.116,0.134,0.119,0.095,2022-05-06
5-11,2021,40,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,40,Up to date vaccine doses,0.052,0.012,0.025,0.027,0.011,0.013,2022-05-06
45-64,2021,40,Up to date vaccine doses,0.034,0.021,0.036,0.039,0.026,0.022,2022-05-06
19-44,2021,40,Up to date vaccine doses,0.022,0.00699999999999999,0.012,0.02,0.009,0.01,2022-05-06
12-18,2021,40,Up to date vaccine doses,0.002,0.001,0.002,0.002,0.001,0.001,2022-05-06
12+,2021,40,Up to date vaccine doses,0.057,0.01399999999999999,0.02899999999999999,0.03,0.01399999999999999,0.015,2022-05-06
65+,2021,39,Up to date vaccine doses,0.118,0.046,0.093,0.087,0.076,0.065,2022-05-06
5-11,2021,39,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,39,Up to date vaccine doses,0.034,0.008,0.019,0.017,0.00699999999999999,0.009,2022-05-06
45-64,2021,39,Up to date vaccine doses,0.022,0.01399999999999999,0.02799999999999999,0.023,0.018,0.015,2022-05-06
19-44,2021,39,Up to date vaccine doses,0.013,0.005,0.009,0.012,0.005,0.00699999999999999,2022-05-06
12-18,2021,39,Up to date vaccine doses,0.002,0.001,0.002,0.002,0.001,0.001,2022-05-06
12+,2021,39,Up to date vaccine doses,0.037,0.009,0.022,0.019,0.009,0.01,2022-05-06
65+,2021,38,Up to date vaccine doses,0.05,0.024,0.046,0.037,0.035,0.031,2022-05-06
5-11,2021,38,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,38,Up to date vaccine doses,0.016,0.005,0.01,0.009,0.004,0.005,2022-05-06
45-64,2021,38,Up to date vaccine doses,0.013,0.01,0.017,0.01399999999999999,0.012,0.01,2022-05-06
19-44,2021,38,Up to date vaccine doses,0.006,0.004,0.005,0.006,0.003,0.004,2022-05-06
12-18,2021,38,Up to date vaccine doses,0.002,0.001,0,0.002,0.001,0.001,2022-05-06
12+,2021,38,Up to date vaccine doses,0.017,0.006,0.012,0.01,0.005,0.006,2022-05-06
65+,2021,37,Up to date vaccine doses,0.034,0.017,0.038,0.026,0.025,0.023,2022-05-06
5-11,2021,37,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,37,Up to date vaccine doses,0.012,0.004,0.009,0.00699999999999999,0.003,0.004,2022-05-06
45-64,2021,37,Up to date vaccine doses,0.011,0.009,0.01399999999999999,0.011,0.01,0.009,2022-05-06
19-44,2021,37,Up to date vaccine doses,0.005,0.003,0.004,0.005,0.003,0.004,2022-05-06
12-18,2021,37,Up to date vaccine doses,0.002,0.001,0,0.002,0.001,0.001,2022-05-06
12+,2021,37,Up to date vaccine doses,0.013,0.005,0.01,0.008,0.004,0.005,2022-05-06
65+,2021,36,Up to date vaccine doses,0.02799999999999999,0.01399999999999999,0.033,0.022,0.021,0.02,2022-05-06
5-11,2021,36,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,36,Up to date vaccine doses,0.01,0.004,0.008,0.006,0.003,0.004,2022-05-06
45-64,2021,36,Up to date vaccine doses,0.01,0.008,0.013,0.01,0.009,0.008,2022-05-06
19-44,2021,36,Up to date vaccine doses,0.004,0.003,0.004,0.005,0.003,0.003,2022-05-06
12-18,2021,36,Up to date vaccine doses,0.001,0.001,0,0.002,0.001,0.001,2022-05-06
12+,2021,36,Up to date vaccine doses,0.011,0.005,0.009,0.00699999999999999,0.004,0.005,2022-05-06
65+,2021,35,Up to date vaccine doses,0.023,0.012,0.025,0.019,0.016,0.017,2022-05-06
5-11,2021,35,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,35,Up to date vaccine doses,0.008,0.004,0.006,0.006,0.003,0.003,2022-05-06
45-64,2021,35,Up to date vaccine doses,0.008,0.00699999999999999,0.01,0.009,0.008,0.00699999999999999,2022-05-06
19-44,2021,35,Up to date vaccine doses,0.004,0.003,0.003,0.005,0.002,0.003,2022-05-06
12-18,2021,35,Up to date vaccine doses,0.001,0.001,0,0.002,0.001,0.001,2022-05-06
12+,2021,35,Up to date vaccine doses,0.009,0.004,0.00699999999999999,0.006,0.003,0.004,2022-05-06
65+,2021,34,Up to date vaccine doses,0.016,0.009,0.013,0.013,0.011,0.012,2022-05-06
5-11,2021,34,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,34,Up to date vaccine doses,0.006,0.003,0.004,0.005,0.002,0.003,2022-05-06
45-64,2021,34,Up to date vaccine doses,0.006,0.006,0.00699999999999999,0.00699999999999999,0.006,0.005,2022-05-06
19-44,2021,34,Up to date vaccine doses,0.003,0.003,0.003,0.004,0.002,0.003,2022-05-06
12-18,2021,34,Up to date vaccine doses,0.001,0,0,0.002,0.001,0.001,2022-05-06
12+,2021,34,Up to date vaccine doses,0.00699999999999999,0.004,0.005,0.005,0.003,0.003,2022-05-06
65+,2021,33,Up to date vaccine doses,0.009,0.005,0.005,0.008,0.008,0.00699999999999999,2022-05-06
5-11,2021,33,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,33,Up to date vaccine doses,0.004,0.002,0.002,0.004,0.001,0.002,2022-05-06
45-64,2021,33,Up to date vaccine doses,0.004,0.005,0.005,0.006,0.004,0.004,2022-05-06
19-44,2021,33,Up to date vaccine doses,0.003,0.002,0.002,0.004,0.002,0.002,2022-05-06
12-18,2021,33,Up to date vaccine doses,0.001,0,0,0.002,0,0.001,2022-05-06
12+,2021,33,Up to date vaccine doses,0.004,0.003,0.003,0.004,0.002,0.003,2022-05-06
65+,2021,32,Up to date vaccine doses,0.004,0.004,0.002,0.005,0,0.005,2022-05-06
45-64,2021,32,Up to date vaccine doses,0.002,0.004,0.004,0.005,0.003,0.003,2022-05-06
19-44,2021,32,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
12-18,2021,32,Up to date vaccine doses,0.001,0,0,0.002,0,0.001,2022-05-06
12+,2021,32,Up to date vaccine doses,0.002,0.003,0.002,0.004,0.001,0.002,2022-05-06
65+,2021,31,Up to date vaccine doses,0.004,0.004,0.002,0.005,0,0.004,2022-05-06
5-11,2021,31,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,31,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
45-64,2021,31,Up to date vaccine doses,0.002,0.004,0.004,0.004,0.003,0.003,2022-05-06
19-44,2021,31,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
12-18,2021,31,Up to date vaccine doses,0.001,0,0,0.002,0,0.001,2022-05-06
12+,2021,31,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,30,Up to date vaccine doses,0.004,0.004,0.002,0.005,0,0.004,2022-05-06
5-11,2021,30,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,30,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
45-64,2021,30,Up to date vaccine doses,0.002,0.004,0.004,0.004,0.003,0.003,2022-05-06
19-44,2021,30,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
12-18,2021,30,Up to date vaccine doses,0.001,0,0,0.002,0,0.001,2022-05-06
12+,2021,30,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,29,Up to date vaccine doses,0.004,0.003,0.002,0.005,0,0.004,2022-05-06
5-11,2021,29,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,29,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
45-64,2021,29,Up to date vaccine doses,0.002,0.004,0.004,0.004,0.002,0.003,2022-05-06
19-44,2021,29,Up to date vaccine doses,0.002,0.002,0.001,0.003,0.001,0.002,2022-05-06
12-18,2021,29,Up to date vaccine doses,0.001,0,0,0.002,0,0.001,2022-05-06
12+,2021,29,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,28,Up to date vaccine doses,0.004,0.003,0.002,0.004,0,0.004,2022-05-06
5-11,2021,28,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,28,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
45-64,2021,28,Up to date vaccine doses,0.002,0.004,0.004,0.004,0.002,0.003,2022-05-06
19-44,2021,28,Up to date vaccine doses,0.002,0.002,0.001,0.003,0.001,0.002,2022-05-06
12-18,2021,28,Up to date vaccine doses,0.001,0,0,0.001,0,0.001,2022-05-06
12+,2021,28,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,27,Up to date vaccine doses,0.004,0.003,0.002,0.004,0,0.004,2022-05-06
5-11,2021,27,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,27,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
45-64,2021,27,Up to date vaccine doses,0.002,0.004,0.004,0.004,0.002,0.003,2022-05-06
19-44,2021,27,Up to date vaccine doses,0.002,0.002,0.001,0.003,0.001,0.002,2022-05-06
12-18,2021,27,Up to date vaccine doses,0.001,0,0,0.001,0,0,2022-05-06
12+,2021,27,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,26,Up to date vaccine doses,0.004,0.003,0.002,0.004,0,0.004,2022-05-06
5-11,2021,26,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,26,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
45-64,2021,26,Up to date vaccine doses,0.002,0.004,0.003,0.004,0.002,0.003,2022-05-06
19-44,2021,26,Up to date vaccine doses,0.002,0.002,0.001,0.003,0.001,0.002,2022-05-06
12-18,2021,26,Up to date vaccine doses,0.001,0,0,0.001,0,0,2022-05-06
12+,2021,26,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,25,Up to date vaccine doses,0.004,0.002,0.002,0.004,0,0.004,2022-05-06
5-11,2021,25,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,25,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.001,2022-05-06
45-64,2021,25,Up to date vaccine doses,0.002,0.004,0.003,0.004,0.002,0.003,2022-05-06
19-44,2021,25,Up to date vaccine doses,0.001,0.002,0.001,0.003,0.001,0.002,2022-05-06
12-18,2021,25,Up to date vaccine doses,0.001,0,0,0.001,0,0,2022-05-06
12+,2021,25,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,24,Up to date vaccine doses,0.004,0.002,0.002,0.004,0,0.004,2022-05-06
45-64,2021,24,Up to date vaccine doses,0.002,0.003,0.003,0.003,0.002,0.003,2022-05-06
19-44,2021,24,Up to date vaccine doses,0.001,0.002,0.001,0.003,0.001,0.002,2022-05-06
12-18,2021,24,Up to date vaccine doses,0.001,0,0,0.001,0,0,2022-05-06
12+,2021,24,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,23,Up to date vaccine doses,0.004,0.002,0.002,0.004,0,0.004,2022-05-06
5-11,2021,23,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,23,Up to date vaccine doses,0.002,0.002,0.001,0.002,0.001,0.001,2022-05-06
45-64,2021,23,Up to date vaccine doses,0.002,0.003,0.003,0.003,0.002,0.003,2022-05-06
19-44,2021,23,Up to date vaccine doses,0.001,0.002,0.001,0.003,0.001,0.001,2022-05-06
12-18,2021,23,Up to date vaccine doses,0,0,0,0.001,0,0,2022-05-06
12+,2021,23,Up to date vaccine doses,0.002,0.002,0.002,0.003,0.001,0.002,2022-05-06
65+,2021,22,Up to date vaccine doses,0.004,0.002,0.002,0.004,0,0.004,2022-05-06
5-11,2021,22,Up to date vaccine doses,0,0,0,0,0,0,2022-05-06
5+,2021,22,Up to date vaccine doses,0.002,0.001,0.001,0.002,0,0.001,2022-05-06
45-64,2021,22,Up to date vaccine doses,0.002,0.003,0.003,0.003,0.002,0.003,2022-05-06
