product,doses_shipped,filed_date,report_date,is_ltc
Johnson & Johnson,222800,2021-06-14,2021-06-15,General population
Moderna,748180,2021-06-14,2021-06-15,Long-term care
Pfizer,767610,2021-06-14,2021-06-15,Long-term care
Johnson & Johnson,116800,2021-06-14,2021-06-15,Long-term care
Moderna,1758080,2021-06-13,2021-06-14,General population
Pfizer,2630295,2021-06-13,2021-06-14,General population
Johnson & Johnson,222800,2021-06-13,2021-06-14,General population
Moderna,748180,2021-06-13,2021-06-14,Long-term care
Pfizer,766440,2021-06-13,2021-06-14,Long-term care
Johnson & Johnson,116800,2021-06-13,2021-06-14,Long-term care
Moderna,1755000,2021-06-12,2021-06-13,General population
Pfizer,2630295,2021-06-12,2021-06-13,General population
Johnson & Johnson,222800,2021-06-12,2021-06-13,General population
Moderna,747740,2021-06-12,2021-06-13,Long-term care
Pfizer,766440,2021-06-12,2021-06-13,Long-term care
Johnson & Johnson,116800,2021-06-12,2021-06-13,Long-term care
Moderna,1755000,2021-06-11,2021-06-12,General population
Pfizer,2627955,2021-06-11,2021-06-12,General population
Johnson & Johnson,222800,2021-06-11,2021-06-12,General population
Moderna,747740,2021-06-11,2021-06-12,Long-term care
Pfizer,764100,2021-06-11,2021-06-12,Long-term care
Johnson & Johnson,116800,2021-06-11,2021-06-12,Long-term care
Moderna,1755000,2021-06-10,2021-06-11,General population
Pfizer,2627955,2021-06-10,2021-06-11,General population
Johnson & Johnson,222800,2021-06-10,2021-06-11,General population
Moderna,746520,2021-06-10,2021-06-11,Long-term care
Pfizer,760530,2021-06-10,2021-06-11,Long-term care
Johnson & Johnson,116800,2021-06-10,2021-06-11,Long-term care
Moderna,1755000,2021-06-09,2021-06-10,General population
Pfizer,2627955,2021-06-09,2021-06-10,General population
Johnson & Johnson,222800,2021-06-09,2021-06-10,General population
Moderna,741700,2021-06-09,2021-06-10,Long-term care
Pfizer,756570,2021-06-09,2021-06-10,Long-term care
Johnson & Johnson,116800,2021-06-09,2021-06-10,Long-term care
Moderna,1755000,2021-06-08,2021-06-09,General population
Pfizer,2627955,2021-06-08,2021-06-09,General population
Johnson & Johnson,222800,2021-06-08,2021-06-09,General population
Moderna,741500,2021-06-08,2021-06-09,Long-term care
Pfizer,756570,2021-06-08,2021-06-09,Long-term care
Johnson & Johnson,116800,2021-06-08,2021-06-09,Long-term care
Moderna,1755000,2021-06-07,2021-06-08,General population
Pfizer,2627955,2021-06-07,2021-06-08,General population
Johnson & Johnson,222800,2021-06-07,2021-06-08,General population
Moderna,741120,2021-06-07,2021-06-08,Long-term care
Pfizer,756570,2021-06-07,2021-06-08,Long-term care
Johnson & Johnson,116800,2021-06-07,2021-06-08,Long-term care
Moderna,1755000,2021-06-06,2021-06-07,General population
Pfizer,2627955,2021-06-06,2021-06-07,General population
Johnson & Johnson,222800,2021-06-06,2021-06-07,General population
Moderna,741120,2021-06-06,2021-06-07,Long-term care
Pfizer,756570,2021-06-06,2021-06-07,Long-term care
Johnson & Johnson,116800,2021-06-06,2021-06-07,Long-term care
Moderna,1737600,2021-06-05,2021-06-06,General population
Pfizer,2627955,2021-06-05,2021-06-06,General population
Johnson & Johnson,222800,2021-06-05,2021-06-06,General population
Moderna,740560,2021-06-05,2021-06-06,Long-term care
Pfizer,746820,2021-06-05,2021-06-06,Long-term care
Johnson & Johnson,116800,2021-06-05,2021-06-06,Long-term care
Moderna,1737600,2021-06-04,2021-06-05,General population
Pfizer,2618415,2021-06-04,2021-06-05,General population
Johnson & Johnson,222800,2021-06-04,2021-06-05,General population
Moderna,740560,2021-06-04,2021-06-05,Long-term care
Pfizer,739170,2021-06-04,2021-06-05,Long-term care
Johnson & Johnson,116800,2021-06-04,2021-06-05,Long-term care
Moderna,1737600,2021-06-03,2021-06-04,General population
Pfizer,2618415,2021-06-03,2021-06-04,General population
Johnson & Johnson,222800,2021-06-03,2021-06-04,General population
Moderna,739480,2021-06-03,2021-06-04,Long-term care
Pfizer,731250,2021-06-03,2021-06-04,Long-term care
Johnson & Johnson,115200,2021-06-03,2021-06-04,Long-term care
Moderna,1737600,2021-06-02,2021-06-03,General population
Pfizer,2618415,2021-06-02,2021-06-03,General population
Johnson & Johnson,222800,2021-06-02,2021-06-03,General population
Moderna,732000,2021-06-02,2021-06-03,Long-term care
Pfizer,714870,2021-06-02,2021-06-03,Long-term care
Johnson & Johnson,114700,2021-06-02,2021-06-03,Long-term care
Moderna,1728360,2021-06-01,2021-06-02,General population
Pfizer,2616075,2021-06-01,2021-06-02,General population
Johnson & Johnson,221400,2021-06-01,2021-06-02,General population
Moderna,724760,2021-06-01,2021-06-02,Long-term care
Pfizer,707310,2021-06-01,2021-06-02,Long-term care
Johnson & Johnson,112800,2021-06-01,2021-06-02,Long-term care
Moderna,1728360,2021-05-29,2021-06-01,General population
Pfizer,2588625,2021-05-29,2021-06-01,General population
Johnson & Johnson,221400,2021-05-29,2021-06-01,General population
Moderna,724160,2021-05-29,2021-06-01,Long-term care
Pfizer,706680,2021-05-29,2021-06-01,Long-term care
Johnson & Johnson,112800,2021-05-29,2021-06-01,Long-term care
Moderna,1728360,2021-05-29,2021-05-30,General population
Pfizer,2588625,2021-05-29,2021-05-30,General population
Johnson & Johnson,221400,2021-05-29,2021-05-30,General population
Moderna,724160,2021-05-29,2021-05-30,Long-term care
Pfizer,706680,2021-05-29,2021-05-30,Long-term care
Johnson & Johnson,112800,2021-05-29,2021-05-30,Long-term care
Moderna,1728360,2021-05-28,2021-05-29,General population
Pfizer,2588625,2021-05-28,2021-05-29,General population
Johnson & Johnson,221400,2021-05-28,2021-05-29,General population
Moderna,724160,2021-05-28,2021-05-29,Long-term care
Pfizer,706680,2021-05-28,2021-05-29,Long-term care
Johnson & Johnson,112800,2021-05-28,2021-05-29,Long-term care
Moderna,1728360,2021-05-27,2021-05-28,General population
Pfizer,2588625,2021-05-27,2021-05-28,General population
Johnson & Johnson,221400,2021-05-27,2021-05-28,General population
Moderna,710520,2021-05-27,2021-05-28,Long-term care
Pfizer,685620,2021-05-27,2021-05-28,Long-term care
Johnson & Johnson,109400,2021-05-27,2021-05-28,Long-term care
Moderna,1728360,2021-05-26,2021-05-27,General population
Pfizer,2588625,2021-05-26,2021-05-27,General population
Johnson & Johnson,221400,2021-05-26,2021-05-27,General population
Moderna,693340,2021-05-26,2021-05-27,Long-term care
Pfizer,669240,2021-05-26,2021-05-27,Long-term care
Johnson & Johnson,108300,2021-05-26,2021-05-27,Long-term care
Moderna,1726560,2021-05-25,2021-05-26,General population
Pfizer,2588625,2021-05-25,2021-05-26,General population
Johnson & Johnson,221300,2021-05-25,2021-05-26,General population
Moderna,685020,2021-05-25,2021-05-26,Long-term care
Pfizer,669240,2021-05-25,2021-05-26,Long-term care
Johnson & Johnson,106600,2021-05-25,2021-05-26,Long-term care
Moderna,1726560,2021-05-24,2021-05-25,General population
Pfizer,2572245,2021-05-24,2021-05-25,General population
Johnson & Johnson,206600,2021-05-24,2021-05-25,General population
Moderna,677800,2021-05-24,2021-05-25,Long-term care
Pfizer,663390,2021-05-24,2021-05-25,Long-term care
Johnson & Johnson,103500,2021-05-24,2021-05-25,Long-term care
Moderna,1726560,2021-05-23,2021-05-24,General population
Pfizer,2572245,2021-05-23,2021-05-24,General population
Johnson & Johnson,206600,2021-05-23,2021-05-24,General population
Moderna,677800,2021-05-23,2021-05-24,Long-term care
Pfizer,663390,2021-05-23,2021-05-24,Long-term care
Johnson & Johnson,103500,2021-05-23,2021-05-24,Long-term care
Moderna,1706860,2021-05-22,2021-05-23,General population
Pfizer,2572245,2021-05-22,2021-05-23,General population
Johnson & Johnson,202000,2021-05-22,2021-05-23,General population
Moderna,677520,2021-05-22,2021-05-23,Long-term care
Pfizer,663390,2021-05-22,2021-05-23,Long-term care
Johnson & Johnson,103400,2021-05-22,2021-05-23,Long-term care
Moderna,1706860,2021-05-21,2021-05-22,General population
Pfizer,2516085,2021-05-21,2021-05-22,General population
Johnson & Johnson,202000,2021-05-21,2021-05-22,General population
Moderna,677520,2021-05-21,2021-05-22,Long-term care
Pfizer,661050,2021-05-21,2021-05-22,Long-term care
Johnson & Johnson,103400,2021-05-21,2021-05-22,Long-term care
Moderna,1706860,2021-05-20,2021-05-21,General population
Pfizer,2516085,2021-05-20,2021-05-21,General population
Johnson & Johnson,202000,2021-05-20,2021-05-21,General population
Moderna,671660,2021-05-20,2021-05-21,Long-term care
Pfizer,645840,2021-05-20,2021-05-21,Long-term care
Johnson & Johnson,101800,2021-05-20,2021-05-21,Long-term care
Moderna,1706760,2021-05-19,2021-05-20,General population
Pfizer,2510235,2021-05-19,2021-05-20,General population
Johnson & Johnson,202000,2021-05-19,2021-05-20,General population
Moderna,658380,2021-05-19,2021-05-20,Long-term care
Pfizer,599040,2021-05-19,2021-05-20,Long-term care
Johnson & Johnson,100500,2021-05-19,2021-05-20,Long-term care
Moderna,1706760,2021-05-18,2021-05-19,General population
Pfizer,2510235,2021-05-18,2021-05-19,General population
Johnson & Johnson,202000,2021-05-18,2021-05-19,General population
Moderna,636960,2021-05-18,2021-05-19,Long-term care
Pfizer,594360,2021-05-18,2021-05-19,Long-term care
Johnson & Johnson,98000,2021-05-18,2021-05-19,Long-term care
Moderna,1706360,2021-05-17,2021-05-18,General population
Pfizer,2444715,2021-05-17,2021-05-18,General population
Johnson & Johnson,201600,2021-05-17,2021-05-18,General population
Moderna,727960,2021-05-17,2021-05-18,Long-term care
Pfizer,593190,2021-05-17,2021-05-18,Long-term care
Johnson & Johnson,96400,2021-05-17,2021-05-18,Long-term care
Moderna,1679600,2021-05-16,2021-05-17,General population
Pfizer,2437695,2021-05-16,2021-05-17,General population
Johnson & Johnson,201400,2021-05-16,2021-05-17,General population
Moderna,631560,2021-05-16,2021-05-17,Long-term care
Pfizer,593190,2021-05-16,2021-05-17,Long-term care
Johnson & Johnson,96400,2021-05-16,2021-05-17,Long-term care
Moderna,1670300,2021-05-15,2021-05-16,General population
Pfizer,2379195,2021-05-15,2021-05-16,General population
Johnson & Johnson,201400,2021-05-15,2021-05-16,General population
Moderna,631460,2021-05-15,2021-05-16,Long-term care
Pfizer,593190,2021-05-15,2021-05-16,Long-term care
Johnson & Johnson,96400,2021-05-15,2021-05-16,Long-term care
Moderna,1670300,2021-05-14,2021-05-15,General population
Pfizer,2379195,2021-05-14,2021-05-15,General population
Johnson & Johnson,201400,2021-05-14,2021-05-15,General population
Moderna,631460,2021-05-14,2021-05-15,Long-term care
Pfizer,592020,2021-05-14,2021-05-15,Long-term care
Johnson & Johnson,96400,2021-05-14,2021-05-15,Long-term care
Moderna,1670300,2021-05-13,2021-05-14,General population
Pfizer,2376855,2021-05-13,2021-05-14,General population
Johnson & Johnson,201400,2021-05-13,2021-05-14,General population
Moderna,628100,2021-05-13,2021-05-14,Long-term care
Pfizer,568620,2021-05-13,2021-05-14,Long-term care
Johnson & Johnson,94700,2021-05-13,2021-05-14,Long-term care
Moderna,1670100,2021-05-12,2021-05-13,General population
Pfizer,2352285,2021-05-12,2021-05-13,General population
Johnson & Johnson,201200,2021-05-12,2021-05-13,General population
Moderna,617660,2021-05-12,2021-05-13,Long-term care
Pfizer,554580,2021-05-12,2021-05-13,Long-term care
Johnson & Johnson,92500,2021-05-12,2021-05-13,Long-term care
Moderna,1670100,2021-05-11,2021-05-12,General population
Pfizer,2349945,2021-05-11,2021-05-12,General population
Johnson & Johnson,201200,2021-05-11,2021-05-12,General population
Moderna,613420,2021-05-11,2021-05-12,Long-term care
Pfizer,554580,2021-05-11,2021-05-12,Long-term care
Johnson & Johnson,92100,2021-05-11,2021-05-12,Long-term care
Moderna,1605700,2021-05-10,2021-05-11,General population
Pfizer,2270385,2021-05-10,2021-05-11,General population
Johnson & Johnson,201200,2021-05-10,2021-05-11,General population
Moderna,597480,2021-05-10,2021-05-11,Long-term care
Pfizer,538590,2021-05-10,2021-05-11,Long-term care
Johnson & Johnson,91500,2021-05-10,2021-05-11,Long-term care
Moderna,1605700,2021-05-09,2021-05-10,General population
Pfizer,2270385,2021-05-09,2021-05-10,General population
Johnson & Johnson,201100,2021-05-09,2021-05-10,General population
Moderna,597480,2021-05-09,2021-05-10,Long-term care
Pfizer,538590,2021-05-09,2021-05-10,Long-term care
Johnson & Johnson,91500,2021-05-09,2021-05-10,Long-term care
Moderna,1554500,2021-05-08,2021-05-09,General population
Pfizer,2270385,2021-05-08,2021-05-09,General population
Johnson & Johnson,192400,2021-05-08,2021-05-09,General population
Moderna,586840,2021-05-08,2021-05-09,Long-term care
Pfizer,538590,2021-05-08,2021-05-09,Long-term care
Johnson & Johnson,91500,2021-05-08,2021-05-09,Long-term care
Moderna,1554500,2021-05-07,2021-05-08,General population
Pfizer,2190825,2021-05-07,2021-05-08,General population
Johnson & Johnson,192400,2021-05-07,2021-05-08,General population
Moderna,586840,2021-05-07,2021-05-08,Long-term care
Pfizer,526500,2021-05-07,2021-05-08,Long-term care
Johnson & Johnson,91500,2021-05-07,2021-05-08,Long-term care
Moderna,1554500,2021-05-06,2021-05-07,General population
Pfizer,2190825,2021-05-06,2021-05-07,General population
Johnson & Johnson,192400,2021-05-06,2021-05-07,General population
Moderna,585180,2021-05-06,2021-05-07,Long-term care
Pfizer,491400,2021-05-06,2021-05-07,Long-term care
Johnson & Johnson,91200,2021-05-06,2021-05-07,Long-term care
Moderna,1554500,2021-05-05,2021-05-06,General population
Pfizer,2183805,2021-05-05,2021-05-06,General population
Johnson & Johnson,192400,2021-05-05,2021-05-06,General population
Moderna,569460,2021-05-05,2021-05-06,Long-term care
Pfizer,480870,2021-05-05,2021-05-06,Long-term care
Johnson & Johnson,90800,2021-05-05,2021-05-06,Long-term care
Moderna,1551200,2021-05-04,2021-05-05,General population
Pfizer,2183805,2021-05-04,2021-05-05,General population
Johnson & Johnson,192400,2021-05-04,2021-05-05,General population
Moderna,559500,2021-05-04,2021-05-05,Long-term care
Pfizer,480870,2021-05-04,2021-05-05,Long-term care
Johnson & Johnson,85700,2021-05-04,2021-05-05,Long-term care
Moderna,1551200,2021-05-03,2021-05-04,General population
Pfizer,2125305,2021-05-03,2021-05-04,General population
Johnson & Johnson,192400,2021-05-03,2021-05-04,General population
Moderna,546500,2021-05-03,2021-05-04,Long-term care
Pfizer,478530,2021-05-03,2021-05-04,Long-term care
Johnson & Johnson,84600,2021-05-03,2021-05-04,Long-term care
Moderna,1524500,2021-05-02,2021-05-03,General population
Pfizer,2125305,2021-05-02,2021-05-03,General population
Johnson & Johnson,179400,2021-05-02,2021-05-03,General population
Moderna,537200,2021-05-02,2021-05-03,Long-term care
Pfizer,478530,2021-05-02,2021-05-03,Long-term care
Johnson & Johnson,84600,2021-05-02,2021-05-03,Long-term care
Moderna,1511000,2021-05-01,2021-05-02,General population
Pfizer,2037555,2021-05-01,2021-05-02,General population
Johnson & Johnson,179400,2021-05-01,2021-05-02,General population
Moderna,532900,2021-05-01,2021-05-02,Long-term care
Pfizer,476190,2021-05-01,2021-05-02,Long-term care
Johnson & Johnson,84000,2021-05-01,2021-05-02,Long-term care
Moderna,1511000,2021-04-30,2021-05-01,General population
Pfizer,2037555,2021-04-30,2021-05-01,General population
Johnson & Johnson,179400,2021-04-30,2021-05-01,General population
Moderna,532900,2021-04-30,2021-05-01,Long-term care
Pfizer,476190,2021-04-30,2021-05-01,Long-term care
Johnson & Johnson,84000,2021-04-30,2021-05-01,Long-term care
Moderna,1493600,2021-04-29,2021-04-30,General population
Pfizer,2037555,2021-04-29,2021-04-30,General population
Johnson & Johnson,179400,2021-04-29,2021-04-30,General population
Moderna,532600,2021-04-29,2021-04-30,Long-term care
Pfizer,448110,2021-04-29,2021-04-30,Long-term care
Johnson & Johnson,80800,2021-04-29,2021-04-30,Long-term care
Moderna,1489700,2021-04-28,2021-04-29,General population
Pfizer,2036385,2021-04-28,2021-04-29,General population
Johnson & Johnson,179400,2021-04-28,2021-04-29,General population
Moderna,521200,2021-04-28,2021-04-29,Long-term care
Pfizer,435240,2021-04-28,2021-04-29,Long-term care
Johnson & Johnson,80800,2021-04-28,2021-04-29,Long-term care
Moderna,1489100,2021-04-27,2021-04-28,General population
Pfizer,2018835,2021-04-27,2021-04-28,General population
Johnson & Johnson,179400,2021-04-27,2021-04-28,General population
Moderna,519600,2021-04-27,2021-04-28,Long-term care
Pfizer,416520,2021-04-27,2021-04-28,Long-term care
Johnson & Johnson,80800,2021-04-27,2021-04-28,Long-term care
Moderna,1443900,2021-04-26,2021-04-27,General population
Pfizer,1942785,2021-04-26,2021-04-27,General population
Johnson & Johnson,179400,2021-04-26,2021-04-27,General population
Moderna,499900,2021-04-26,2021-04-27,Long-term care
Pfizer,416520,2021-04-26,2021-04-27,Long-term care
Johnson & Johnson,80800,2021-04-26,2021-04-27,Long-term care
Moderna,1430200,2021-04-25,2021-04-26,General population
Pfizer,1942785,2021-04-25,2021-04-26,General population
Johnson & Johnson,179400,2021-04-25,2021-04-26,General population
Moderna,495600,2021-04-25,2021-04-26,Long-term care
Pfizer,416520,2021-04-25,2021-04-26,Long-term care
Johnson & Johnson,80800,2021-04-25,2021-04-26,Long-term care
Moderna,1391300,2021-04-24,2021-04-25,General population
Pfizer,1942785,2021-04-24,2021-04-25,General population
Johnson & Johnson,179400,2021-04-24,2021-04-25,General population
Moderna,495600,2021-04-24,2021-04-25,Long-term care
Pfizer,416520,2021-04-24,2021-04-25,Long-term care
Johnson & Johnson,80800,2021-04-24,2021-04-25,Long-term care
Moderna,1391300,2021-04-23,2021-04-24,General population
Pfizer,1870245,2021-04-23,2021-04-24,General population
Johnson & Johnson,179400,2021-04-23,2021-04-24,General population
Moderna,495600,2021-04-23,2021-04-24,Long-term care
Pfizer,410670,2021-04-23,2021-04-24,Long-term care
Johnson & Johnson,80800,2021-04-23,2021-04-24,Long-term care
Moderna,1391200,2021-04-22,2021-04-23,General population
Pfizer,1863225,2021-04-22,2021-04-23,General population
Johnson & Johnson,179400,2021-04-22,2021-04-23,General population
Moderna,493400,2021-04-22,2021-04-23,Long-term care
Pfizer,389610,2021-04-22,2021-04-23,Long-term care
Johnson & Johnson,80800,2021-04-22,2021-04-23,Long-term care
Moderna,1386400,2021-04-21,2021-04-22,General population
Pfizer,1863225,2021-04-21,2021-04-22,General population
Johnson & Johnson,179400,2021-04-21,2021-04-22,General population
Moderna,485900,2021-04-21,2021-04-22,Long-term care
Pfizer,365040,2021-04-21,2021-04-22,Long-term care
Johnson & Johnson,80800,2021-04-21,2021-04-22,Long-term care
Moderna,1385100,2021-04-20,2021-04-21,General population
Pfizer,1839825,2021-04-20,2021-04-21,General population
Johnson & Johnson,179400,2021-04-20,2021-04-21,General population
Moderna,470300,2021-04-20,2021-04-21,Long-term care
Pfizer,351000,2021-04-20,2021-04-21,Long-term care
Johnson & Johnson,80800,2021-04-20,2021-04-21,Long-term care
Moderna,1341700,2021-04-19,2021-04-20,General population
Pfizer,1767285,2021-04-19,2021-04-20,General population
Johnson & Johnson,179400,2021-04-19,2021-04-20,General population
Moderna,459200,2021-04-19,2021-04-20,Long-term care
Pfizer,351000,2021-04-19,2021-04-20,Long-term care
Johnson & Johnson,80800,2021-04-19,2021-04-20,Long-term care
Moderna,1337500,2021-04-18,2021-04-19,General population
Pfizer,1767285,2021-04-18,2021-04-19,General population
Johnson & Johnson,179400,2021-04-18,2021-04-19,General population
Moderna,459200,2021-04-18,2021-04-19,Long-term care
Pfizer,351000,2021-04-18,2021-04-19,Long-term care
Johnson & Johnson,80800,2021-04-18,2021-04-19,Long-term care
Moderna,1277900,2021-04-17,2021-04-18,General population
Pfizer,1667835,2021-04-17,2021-04-18,General population
Johnson & Johnson,179400,2021-04-17,2021-04-18,General population
Moderna,459200,2021-04-17,2021-04-18,Long-term care
Pfizer,335790,2021-04-17,2021-04-18,Long-term care
Johnson & Johnson,80800,2021-04-17,2021-04-18,Long-term care
Moderna,1277900,2021-04-16,2021-04-17,General population
Pfizer,1667835,2021-04-16,2021-04-17,General population
Johnson & Johnson,179400,2021-04-16,2021-04-17,General population
Moderna,457700,2021-04-16,2021-04-17,Long-term care
Pfizer,332280,2021-04-16,2021-04-17,Long-term care
Johnson & Johnson,79000,2021-04-16,2021-04-17,Long-term care
Moderna,1277200,2021-04-15,2021-04-16,General population
Pfizer,1667835,2021-04-15,2021-04-16,General population
Johnson & Johnson,179400,2021-04-15,2021-04-16,General population
Moderna,452300,2021-04-15,2021-04-16,Long-term care
Pfizer,320730,2021-04-15,2021-04-16,Long-term care
Johnson & Johnson,79000,2021-04-15,2021-04-16,Long-term care
Moderna,1273500,2021-04-14,2021-04-15,General population
Pfizer,1667835,2021-04-14,2021-04-15,General population
Johnson & Johnson,179400,2021-04-14,2021-04-15,General population
Moderna,445700,2021-04-14,2021-04-15,Long-term care
Pfizer,320730,2021-04-14,2021-04-15,Long-term care
Johnson & Johnson,79000,2021-04-14,2021-04-15,Long-term care
Moderna,1237400,2021-04-13,2021-04-14,General population
Pfizer,1650285,2021-04-13,2021-04-14,General population
Johnson & Johnson,179400,2021-04-13,2021-04-14,General population
Moderna,432700,2021-04-13,2021-04-14,Long-term care
Pfizer,320730,2021-04-13,2021-04-14,Long-term care
Johnson & Johnson,79000,2021-04-13,2021-04-14,Long-term care
Moderna,1178600,2021-04-12,2021-04-13,General population
Pfizer,1582425,2021-04-12,2021-04-13,General population
Johnson & Johnson,179100,2021-04-12,2021-04-13,General population
Moderna,424700,2021-04-12,2021-04-13,Long-term care
Pfizer,257400,2021-04-12,2021-04-13,Long-term care
Johnson & Johnson,78400,2021-04-12,2021-04-13,Long-term care
Moderna,1167300,2021-04-11,2021-04-12,General population
Pfizer,1541475,2021-04-11,2021-04-12,General population
Johnson & Johnson,171300,2021-04-11,2021-04-12,General population
Moderna,424700,2021-04-11,2021-04-12,Long-term care
Pfizer,255060,2021-04-11,2021-04-12,Long-term care
Johnson & Johnson,75000,2021-04-11,2021-04-12,Long-term care
Moderna,1167300,2021-04-10,2021-04-11,General population
Pfizer,1541475,2021-04-10,2021-04-11,General population
Johnson & Johnson,171300,2021-04-10,2021-04-11,General population
Moderna,424700,2021-04-10,2021-04-11,Long-term care
Pfizer,255060,2021-04-10,2021-04-11,Long-term care
Johnson & Johnson,75000,2021-04-10,2021-04-11,Long-term care
Moderna,1167300,2021-04-09,2021-04-10,General population
Pfizer,1495845,2021-04-09,2021-04-10,General population
Johnson & Johnson,171300,2021-04-09,2021-04-10,General population
Moderna,424700,2021-04-09,2021-04-10,Long-term care
Pfizer,251550,2021-04-09,2021-04-10,Long-term care
Johnson & Johnson,75000,2021-04-09,2021-04-10,Long-term care
Moderna,1167300,2021-04-08,2021-04-09,General population
Pfizer,1495845,2021-04-08,2021-04-09,General population
Johnson & Johnson,170300,2021-04-08,2021-04-09,General population
Moderna,423400,2021-04-08,2021-04-09,Long-term care
Pfizer,237510,2021-04-08,2021-04-09,Long-term care
Johnson & Johnson,68300,2021-04-08,2021-04-09,Long-term care
Moderna,1161300,2021-04-07,2021-04-08,General population
Pfizer,1491165,2021-04-07,2021-04-08,General population
Johnson & Johnson,170300,2021-04-07,2021-04-08,General population
Moderna,416500,2021-04-07,2021-04-08,Long-term care
Pfizer,224640,2021-04-07,2021-04-08,Long-term care
Johnson & Johnson,57800,2021-04-07,2021-04-08,Long-term care
Moderna,1160200,2021-04-06,2021-04-07,General population
Pfizer,1486485,2021-04-06,2021-04-07,General population
Johnson & Johnson,169900,2021-04-06,2021-04-07,General population
Moderna,407900,2021-04-06,2021-04-07,Long-term care
Pfizer,224640,2021-04-06,2021-04-07,Long-term care
Johnson & Johnson,41700,2021-04-06,2021-04-07,Long-term care
Moderna,1100800,2021-04-05,2021-04-06,General population
Pfizer,1411605,2021-04-05,2021-04-06,General population
Johnson & Johnson,93000,2021-04-05,2021-04-06,General population
Moderna,407900,2021-04-05,2021-04-06,Long-term care
Pfizer,224640,2021-04-05,2021-04-06,Long-term care
Johnson & Johnson,41400,2021-04-05,2021-04-06,Long-term care
Moderna,1093600,2021-04-03,2021-04-05,General population
Pfizer,1390545,2021-04-03,2021-04-05,General population
Johnson & Johnson,89600,2021-04-03,2021-04-05,General population
Moderna,407900,2021-04-03,2021-04-05,Long-term care
Pfizer,219960,2021-04-03,2021-04-05,Long-term care
Johnson & Johnson,41400,2021-04-03,2021-04-05,Long-term care
Moderna,1093600,2021-04-02,2021-04-03,General population
Pfizer,1347255,2021-04-02,2021-04-03,General population
Johnson & Johnson,89600,2021-04-02,2021-04-03,General population
Moderna,407900,2021-04-02,2021-04-03,Long-term care
Pfizer,208260,2021-04-02,2021-04-03,Long-term care
Johnson & Johnson,41400,2021-04-02,2021-04-03,Long-term care
Moderna,1069600,2021-04-01,2021-04-02,General population
Pfizer,1347255,2021-04-01,2021-04-02,General population
Johnson & Johnson,89600,2021-04-01,2021-04-02,General population
Moderna,407900,2021-04-01,2021-04-02,Long-term care
Pfizer,190710,2021-04-01,2021-04-02,Long-term care
Johnson & Johnson,41400,2021-04-01,2021-04-02,Long-term care
Moderna,1069100,2021-03-31,2021-04-01,General population
Pfizer,1342575,2021-03-31,2021-04-01,General population
Johnson & Johnson,89600,2021-03-31,2021-04-01,General population
Moderna,384900,2021-03-31,2021-04-01,Long-term care
Pfizer,164190,2021-03-31,2021-04-01,Long-term care
Johnson & Johnson,35000,2021-03-31,2021-04-01,Long-term care
Moderna,1064400,2021-03-30,2021-03-31,General population
Pfizer,1341405,2021-03-30,2021-03-31,General population
Johnson & Johnson,77200,2021-03-30,2021-03-31,General population
Moderna,384900,2021-03-30,2021-03-31,Long-term care
Pfizer,164190,2021-03-30,2021-03-31,Long-term care
Johnson & Johnson,18100,2021-03-30,2021-03-31,Long-term care
Moderna,972200,2021-03-29,2021-03-30,General population
Pfizer,1310985,2021-03-29,2021-03-30,General population
Johnson & Johnson,75300,2021-03-29,2021-03-30,General population
Moderna,384900,2021-03-29,2021-03-30,Long-term care
Pfizer,164190,2021-03-29,2021-03-30,Long-term care
Johnson & Johnson,17600,2021-03-29,2021-03-30,Long-term care
Moderna,963600,2021-03-28,2021-03-29,General population
Pfizer,1248975,2021-03-28,2021-03-29,General population
Johnson & Johnson,71400,2021-03-28,2021-03-29,General population
Moderna,384900,2021-03-28,2021-03-29,Long-term care
Pfizer,164190,2021-03-28,2021-03-29,Long-term care
Johnson & Johnson,17600,2021-03-28,2021-03-29,Long-term care
Moderna,962200,2021-03-27,2021-03-28,General population
Pfizer,1222065,2021-03-27,2021-03-28,General population
Johnson & Johnson,57800,2021-03-27,2021-03-28,General population
Moderna,382400,2021-03-27,2021-03-28,Long-term care
Pfizer,140400,2021-03-27,2021-03-28,Long-term care
Johnson & Johnson,17200,2021-03-27,2021-03-28,Long-term care
Moderna,962200,2021-03-26,2021-03-27,General population
Pfizer,1190475,2021-03-26,2021-03-27,General population
Johnson & Johnson,57800,2021-03-26,2021-03-27,General population
Moderna,382400,2021-03-26,2021-03-27,Long-term care
Pfizer,136890,2021-03-26,2021-03-27,Long-term care
Johnson & Johnson,17200,2021-03-26,2021-03-27,Long-term care
Moderna,962100,2021-03-25,2021-03-26,General population
Pfizer,1190475,2021-03-25,2021-03-26,General population
Johnson & Johnson,57800,2021-03-25,2021-03-26,General population
Moderna,382400,2021-03-25,2021-03-26,Long-term care
Pfizer,136890,2021-03-25,2021-03-26,Long-term care
Johnson & Johnson,17200,2021-03-25,2021-03-26,Long-term care
Moderna,956100,2021-03-24,2021-03-25,General population
Pfizer,1190475,2021-03-24,2021-03-25,General population
Johnson & Johnson,57800,2021-03-24,2021-03-25,General population
Moderna,372300,2021-03-24,2021-03-25,Long-term care
Pfizer,125190,2021-03-24,2021-03-25,Long-term care
Johnson & Johnson,16700,2021-03-24,2021-03-25,Long-term care
