date,percent_available,region_name,bed_type,total_capacity,total_available,in_use,percent_in_use,report_date
2023-03-26,0.048611111,Statewide,Pediatric Intensive Care Unit,144,7,137,0.951388889,2023-11-09
2020-12-29,0.113673139,Statewide,Medical and Surgical,7416,843,6573,0.886326861,2023-11-09
2023-05-06,0.087748344,Statewide,Medical and Surgical,6644,583,6061,0.912251656,2023-11-09
2022-07-29,0.055555556,Statewide,Pediatric Intensive Care Unit,144,8,136,0.944444444,2023-11-09
2022-04-30,0.070208729,Statewide,Pediatrics,527,37,490,0.929791271,2023-11-09
2022-07-05,0.118055556,Statewide,Pediatric Intensive Care Unit,144,17,127,0.881944444,2023-11-09
2021-04-21,0.081613508,Statewide,Adult Intensive Care Unit,1066,87,979,0.918386492,2023-11-09
2021-09-12,0.047169811,Statewide,Adult Intensive Care Unit,1060,50,1010,0.952830189,2023-11-09
2022-09-10,0.060633348,Statewide,Medical and Surgical,6663,404,6259,0.939366652,2023-11-09
2020-12-22,0.095684803,Statewide,Adult Intensive Care Unit,1066,102,964,0.904315197,2023-11-09
2021-09-17,0.080043121,Statewide,Medical and Surgical,7421,594,6827,0.919956879,2023-11-09
2021-12-25,0.031620553,Statewide,Adult Intensive Care Unit,1012,32,980,0.968379447,2023-11-09
2023-08-09,0.111111111,Statewide,Pediatric Intensive Care Unit,144,16,128,0.888888889,2023-11-09
2021-07-09,0.129277567,Statewide,Pediatrics,526,68,458,0.870722433,2023-11-09
2022-10-20,0.073226545,Statewide,Pediatrics,437,32,405,0.926773455,2023-11-09
2023-08-15,0.081052632,Statewide,Medical and Surgical,6650,539,6111,0.918947368,2023-11-09
2022-06-21,0.114155251,Statewide,Pediatrics,438,50,388,0.885844749,2023-11-09
2022-12-05,0.027777778,Statewide,Pediatric Intensive Care Unit,144,4,140,0.972222222,2023-11-09
2021-01-31,0.135915778,Statewide,Medical and Surgical,7409,1007,6402,0.864084222,2023-11-09
2022-03-16,0.102739726,Statewide,Pediatric Intensive Care Unit,146,15,131,0.897260274,2023-11-09
2023-04-01,0.079921734,Statewide,Medical and Surgical,6644,531,6113,0.920078266,2023-11-09
2022-11-19,0.027777778,Statewide,Pediatric Intensive Care Unit,144,4,140,0.972222222,2023-11-09
2023-07-25,0.131944444,Statewide,Pediatric Intensive Care Unit,144,19,125,0.868055556,2023-11-09
2020-09-17,0.12038835,Statewide,Medical and Surgical,7725,930,6795,0.87961165,2023-11-09
2021-11-05,0.049335863,Statewide,Pediatrics,527,26,501,0.950664137,2023-11-09
2022-03-17,0.075342466,Statewide,Pediatric Intensive Care Unit,146,11,135,0.924657534,2023-11-09
2022-11-20,0.048611111,Statewide,Pediatric Intensive Care Unit,144,7,137,0.951388889,2023-11-09
2021-04-01,0.152091255,Statewide,Pediatrics,526,80,446,0.847908745,2023-11-09
2022-04-01,0.068343357,Statewide,Medical and Surgical,7316,500,6816,0.931656643,2023-11-09
2023-07-26,0.097222222,Statewide,Pediatric Intensive Care Unit,144,14,130,0.902777778,2023-11-09
2023-01-29,0.102040816,Statewide,Pediatrics,441,45,396,0.897959184,2023-11-09
2022-11-04,0.034722222,Statewide,Pediatric Intensive Care Unit,144,5,139,0.965277778,2023-11-09
2022-03-06,0.074084199,Statewide,Medical and Surgical,7316,542,6774,0.925915801,2023-11-09
2023-08-05,0.086781029,Statewide,Adult Intensive Care Unit,991,86,905,0.913218971,2023-11-09
2022-12-13,0.06122449,Statewide,Pediatrics,441,27,414,0.93877551,2023-11-09
2021-04-27,0.102161364,Statewide,Medical and Surgical,7449,761,6688,0.897838636,2023-11-09
2020-12-18,0.116438356,Statewide,Pediatric Intensive Care Unit,146,17,129,0.883561644,2023-11-09
2021-09-08,0.116438356,Statewide,Pediatric Intensive Care Unit,146,17,129,0.883561644,2023-11-09
2021-06-21,0.161596958,Statewide,Pediatrics,526,85,441,0.838403042,2023-11-09
2023-01-05,0.054151625,Statewide,Medical and Surgical,6648,360,6288,0.945848375,2023-11-09
2021-04-17,0.136986301,Statewide,Pediatric Intensive Care Unit,146,20,126,0.863013699,2023-11-09
2021-12-21,0.054794521,Statewide,Pediatric Intensive Care Unit,146,8,138,0.945205479,2023-11-09
2022-01-11,0.109589041,Statewide,Pediatric Intensive Care Unit,146,16,130,0.890410959,2023-11-09
2020-12-07,0.157534247,Statewide,Pediatric Intensive Care Unit,146,23,123,0.842465753,2023-11-09
2020-10-28,0.115294729,Statewide,Medical and Surgical,7702,888,6814,0.884705271,2023-11-09
2023-07-07,0.078195489000000007,Statewide,Medical and Surgical,6650,520,6130,0.921804511,2023-11-09
2021-05-08,0.178082192,Statewide,Pediatric Intensive Care Unit,146,26,120,0.821917808,2023-11-09
2022-06-01,0.125570776,Statewide,Pediatrics,438,55,383,0.874429224,2023-11-09
2021-12-27,0.085388994,Statewide,Pediatrics,527,45,482,0.914611006,2023-11-09
2021-08-28,0.123287671,Statewide,Pediatric Intensive Care Unit,146,18,128,0.876712329,2023-11-09
2023-07-30,0.07568113,Statewide,Adult Intensive Care Unit,991,75,916,0.92431887,2023-11-09
2022-03-21,0.089832182,Statewide,Adult Intensive Care Unit,1013,91,922,0.910167818,2023-11-09
2021-09-26,0.056925996,Statewide,Pediatrics,527,30,497,0.943074004,2023-11-09
2022-11-08,0.065458207,Statewide,Adult Intensive Care Unit,993,65,928,0.934541793,2023-11-09
2022-09-01,0.089244851,Statewide,Pediatrics,437,39,398,0.910755149,2023-11-09
2023-08-11,0.078195489000000007,Statewide,Medical and Surgical,6650,520,6130,0.921804511,2023-11-09
2022-11-24,0.066465257,Statewide,Adult Intensive Care Unit,993,66,927,0.933534743,2023-11-09
2023-03-28,0.070439494,Statewide,Medical and Surgical,6644,468,6176,0.929560506,2023-11-09
2021-01-27,0.113510595,Statewide,Medical and Surgical,7409,841,6568,0.886489405,2023-11-09
2020-09-13,0.141359223,Statewide,Medical and Surgical,7725,1092,6633,0.858640777,2023-11-09
2023-01-26,0.072562358,Statewide,Pediatrics,441,32,409,0.927437642,2023-11-09
2023-06-28,0.069444444,Statewide,Pediatric Intensive Care Unit,144,10,134,0.930555556,2023-11-09
2021-04-06,0.182509506,Statewide,Pediatrics,526,96,430,0.817490494,2023-11-09
2022-04-22,0.054794521,Statewide,Pediatric Intensive Care Unit,146,8,138,0.945205479,2023-11-09
2022-12-26,0.090277778,Statewide,Pediatric Intensive Care Unit,144,13,131,0.909722222,2023-11-09
2022-10-07,0.0625,Statewide,Pediatric Intensive Care Unit,144,9,135,0.9375,2023-11-09
2022-06-03,0.073698344,Statewide,Medical and Surgical,6703,494,6209,0.926301656,2023-11-09
2021-12-31,0.050225194,Statewide,Medical and Surgical,7327,368,6959,0.949774806,2023-11-09
2020-10-31,0.09310987,Statewide,Adult Intensive Care Unit,1074,100,974,0.90689013,2023-11-09
2021-06-04,0.101694915,Statewide,Adult Intensive Care Unit,1062,108,954,0.898305085,2023-11-09
2022-02-07,0.063178677,Statewide,Adult Intensive Care Unit,1013,64,949,0.936821323,2023-11-09
2022-10-20,0.063785082,Statewide,Medical and Surgical,6663,425,6238,0.936214918,2023-11-09
2021-07-07,0.106725735,Statewide,Medical and Surgical,7449,795,6654,0.893274265,2023-11-09
2021-12-15,0.066413662,Statewide,Pediatrics,527,35,492,0.933586338,2023-11-09
2021-07-22,0.083804143,Statewide,Adult Intensive Care Unit,1062,89,973,0.916195857,2023-11-09
2022-05-12,0.097777778,Statewide,Pediatrics,450,44,406,0.902222222,2023-11-09
2023-10-24,0.118055556,Statewide,Pediatric Intensive Care Unit,144,17,127,0.881944444,2023-11-09
2021-01-16,0.135084428,Statewide,Adult Intensive Care Unit,1066,144,922,0.864915572,2023-11-09
2021-04-20,0.157794677,Statewide,Pediatrics,526,83,443,0.842205323,2023-11-09
2021-03-29,0.135084428,Statewide,Adult Intensive Care Unit,1066,144,922,0.864915572,2023-11-09
2022-06-01,0.072654036,Statewide,Medical and Surgical,6703,487,6216,0.927345964,2023-11-09
2021-12-18,0.027667984,Statewide,Adult Intensive Care Unit,1012,28,984,0.972332016,2023-11-09
2023-02-09,0.052154195,Statewide,Pediatrics,441,23,418,0.947845805,2023-11-09
2022-01-02,0.059505937,Statewide,Medical and Surgical,7327,436,6891,0.940494063,2023-11-09
2023-09-03,0.076388889,Statewide,Pediatric Intensive Care Unit,144,11,133,0.923611111,2023-11-09
2021-09-21,0.046305419,Statewide,Adult Intensive Care Unit,1015,47,968,0.953694581,2023-11-09
2021-07-20,0.104562738,Statewide,Pediatrics,526,55,471,0.895437262,2023-11-09
2022-12-25,0.079572804,Statewide,Medical and Surgical,6648,529,6119,0.920427196,2023-11-09
2022-12-20,0.054600607,Statewide,Adult Intensive Care Unit,989,54,935,0.945399393,2023-11-09
2022-11-08,0.04576659,Statewide,Pediatrics,437,20,417,0.95423341,2023-11-09
2021-05-02,0.111424352,Statewide,Medical and Surgical,7449,830,6619,0.888575648,2023-11-09
2022-03-31,0.087857848,Statewide,Adult Intensive Care Unit,1013,89,924,0.912142152,2023-11-09
2022-11-02,0.058408862,Statewide,Adult Intensive Care Unit,993,58,935,0.941591138,2023-11-09
2023-07-08,0.068617558,Statewide,Adult Intensive Care Unit,991,68,923,0.931382442,2023-11-09
2023-06-02,0.075406382,Statewide,Medical and Surgical,6644,501,6143,0.924593618,2023-11-09
2023-08-16,0.125,Statewide,Pediatric Intensive Care Unit,144,18,126,0.875,2023-11-09
2020-11-22,0.086848958,Statewide,Medical and Surgical,7680,667,7013,0.913151042,2023-11-09
2020-12-29,0.102251407,Statewide,Adult Intensive Care Unit,1066,109,957,0.897748593,2023-11-09
2021-09-03,0.053773585,Statewide,Adult Intensive Care Unit,1060,57,1003,0.946226415,2023-11-09
2022-01-01,0.031620553,Statewide,Adult Intensive Care Unit,1012,32,980,0.968379447,2023-11-09
2021-08-25,0.069943289,Statewide,Pediatrics,529,37,492,0.930056711,2023-11-09
2022-10-03,0.050343249,Statewide,Pediatrics,437,22,415,0.949656751,2023-11-09
2021-04-12,0.102251407,Statewide,Adult Intensive Care Unit,1066,109,957,0.897748593,2023-11-09
2023-10-16,0.082556391,Statewide,Medical and Surgical,6650,549,6101,0.917443609,2023-11-09
2021-10-20,0.039848197,Statewide,Pediatrics,527,21,506,0.960151803,2023-11-09
2021-05-26,0.191780822,Statewide,Pediatric Intensive Care Unit,146,28,118,0.808219178,2023-11-09
2021-07-11,0.113706538,Statewide,Medical and Surgical,7449,847,6602,0.886293462,2023-11-09
2022-02-14,0.171232877,Statewide,Pediatric Intensive Care Unit,146,25,121,0.828767123,2023-11-09
2020-11-07,0.075342466,Statewide,Pediatric Intensive Care Unit,146,11,135,0.924657534,2023-11-09
2021-07-13,0.130136986,Statewide,Pediatric Intensive Care Unit,146,19,127,0.869863014,2023-11-09
2023-10-31,0.074672048,Statewide,Adult Intensive Care Unit,991,74,917,0.925327952,2023-11-09
2022-08-08,0.105022831,Statewide,Pediatrics,438,46,392,0.894977169,2023-11-09
2022-10-24,0.065285907,Statewide,Medical and Surgical,6663,435,6228,0.934714093,2023-11-09
2023-03-07,0.077097506,Statewide,Pediatrics,441,34,407,0.922902494,2023-11-09
2022-01-13,0.022704837,Statewide,Adult Intensive Care Unit,1013,23,990,0.977295163,2023-11-09
2021-04-24,0.089453861,Statewide,Adult Intensive Care Unit,1062,95,967,0.910546139,2023-11-09
2020-12-09,0.069418386,Statewide,Adult Intensive Care Unit,1066,74,992,0.930581614,2023-11-09
2021-02-25,0.146387833,Statewide,Pediatrics,526,77,449,0.853612167,2023-11-09
2023-01-10,0.058062575,Statewide,Medical and Surgical,6648,386,6262,0.941937425,2023-11-09
2021-05-18,0.096254531,Statewide,Medical and Surgical,7449,717,6732,0.903745469,2023-11-09
2021-08-14,0.06779661,Statewide,Adult Intensive Care Unit,1062,72,990,0.93220339,2023-11-09
2021-06-06,0.164383562,Statewide,Pediatric Intensive Care Unit,146,24,122,0.835616438,2023-11-09
2022-09-11,0.073226545,Statewide,Pediatrics,437,32,405,0.926773455,2023-11-09
2021-06-02,0.109142167,Statewide,Medical and Surgical,7449,813,6636,0.890857833,2023-11-09
2021-07-24,0.130136986,Statewide,Pediatric Intensive Care Unit,146,19,127,0.869863014,2023-11-09
2020-11-02,0.136986301,Statewide,Pediatric Intensive Care Unit,146,20,126,0.863013699,2023-11-09
2023-10-26,0.058526741,Statewide,Adult Intensive Care Unit,991,58,933,0.941473259,2023-11-09
2022-02-09,0.164383562,Statewide,Pediatric Intensive Care Unit,146,24,122,0.835616438,2023-11-09
2021-09-20,0.068311195,Statewide,Pediatrics,527,36,491,0.931688805,2023-11-09
2022-11-22,0.058584948,Statewide,Medical and Surgical,6657,390,6267,0.941415052,2023-11-09
2021-01-08,0.108818011,Statewide,Adult Intensive Care Unit,1066,116,950,0.891181989,2023-11-09
2023-08-26,0.104166667,Statewide,Pediatric Intensive Care Unit,144,15,129,0.895833333,2023-11-09
2021-10-24,0.089184061,Statewide,Pediatrics,527,47,480,0.910815939,2023-11-09
2021-03-01,0.135842439,Statewide,Medical and Surgical,7413,1007,6406,0.864157561,2023-11-09
2021-12-10,0.01284585,Statewide,Adult Intensive Care Unit,1012,13,999,0.98715415,2023-11-09
2021-04-06,0.090994371,Statewide,Adult Intensive Care Unit,1066,97,969,0.909005629,2023-11-09
2022-08-04,0.061643836,Statewide,Pediatrics,438,27,411,0.938356164,2023-11-09
2023-02-25,0.071493076,Statewide,Medical and Surgical,6644,475,6169,0.928506924,2023-11-09
2021-09-29,0.042364532,Statewide,Adult Intensive Care Unit,1015,43,972,0.957635468,2023-11-09
2022-08-13,0.146118721,Statewide,Pediatrics,438,64,374,0.853881279,2023-11-09
2021-04-28,0.109589041,Statewide,Pediatric Intensive Care Unit,146,16,130,0.890410959,2023-11-09
2022-01-17,0.102739726,Statewide,Pediatric Intensive Care Unit,146,15,131,0.897260274,2023-11-09
2020-12-13,0.239726027,Statewide,Pediatric Intensive Care Unit,146,35,111,0.760273973,2023-11-09
2022-08-20,0.066366366,Statewide,Medical and Surgical,6660,442,6218,0.933633634,2023-11-09
2021-08-18,0.068493151,Statewide,Pediatric Intensive Care Unit,146,10,136,0.931506849,2023-11-09
2021-10-17,0.043643264,Statewide,Pediatrics,527,23,504,0.956356736,2023-11-09
2021-09-12,0.087185015,Statewide,Medical and Surgical,7421,647,6774,0.912814985,2023-11-09
2022-11-12,0.058690745,Statewide,Pediatrics,443,26,417,0.941309255,2023-11-09
2021-07-16,0.104562738,Statewide,Pediatrics,526,55,471,0.895437262,2023-11-09
2023-02-08,0.090277778,Statewide,Pediatric Intensive Care Unit,144,13,131,0.909722222,2023-11-09
2022-06-05,0.076388889,Statewide,Pediatric Intensive Care Unit,144,11,133,0.923611111,2023-11-09
2020-09-19,0.135687732,Statewide,Adult Intensive Care Unit,1076,146,930,0.864312268,2023-11-09
2022-08-16,0.076388889,Statewide,Pediatric Intensive Care Unit,144,11,133,0.923611111,2023-11-09
2023-05-07,0.076388889,Statewide,Pediatric Intensive Care Unit,144,11,133,0.923611111,2023-11-09
2022-08-23,0.062312312,Statewide,Medical and Surgical,6660,415,6245,0.937687688,2023-11-09
2021-09-11,0.082872928,Statewide,Medical and Surgical,7421,615,6806,0.917127072,2023-11-09
2021-02-28,0.178082192,Statewide,Pediatric Intensive Care Unit,146,26,120,0.821917808,2023-11-09
2021-02-04,0.171232877,Statewide,Pediatric Intensive Care Unit,146,25,121,0.828767123,2023-11-09
2021-11-16,0.046130749,Statewide,Medical and Surgical,7327,338,6989,0.953869251,2023-11-09
2021-10-12,0.060721063,Statewide,Pediatrics,527,32,495,0.939278937,2023-11-09
2021-10-26,0.116438356,Statewide,Pediatric Intensive Care Unit,146,17,129,0.883561644,2023-11-09
2022-07-15,0.098173516,Statewide,Pediatrics,438,43,395,0.901826484,2023-11-09
2021-11-03,0.054794521,Statewide,Pediatric Intensive Care Unit,146,8,138,0.945205479,2023-11-09
2022-06-18,0.075832214,Statewide,Medical and Surgical,6699,508,6191,0.924167786,2023-11-09
2023-09-22,0.073662967,Statewide,Adult Intensive Care Unit,991,73,918,0.926337033,2023-11-09
2021-08-20,0.061643836,Statewide,Pediatric Intensive Care Unit,146,9,137,0.938356164,2023-11-09
2021-04-30,0.136986301,Statewide,Pediatric Intensive Care Unit,146,20,126,0.863013699,2023-11-09
2021-08-23,0.09219191,Statewide,Medical and Surgical,7441,686,6755,0.90780809,2023-11-09
2022-01-19,0.102739726,Statewide,Pediatric Intensive Care Unit,146,15,131,0.897260274,2023-11-09
2020-12-15,0.184931507,Statewide,Pediatric Intensive Care Unit,146,27,119,0.815068493,2023-11-09
2023-04-14,0.06122449,Statewide,Pediatrics,441,27,414,0.93877551,2023-11-09
2021-02-15,0.192015209,Statewide,Pediatrics,526,101,425,0.807984791,2023-11-09
2022-10-03,0.06603632,Statewide,Medical and Surgical,6663,440,6223,0.93396368,2023-11-09
2021-12-16,0.082191781,Statewide,Pediatric Intensive Care Unit,146,12,134,0.917808219,2023-11-09
2021-09-22,0.049335863,Statewide,Pediatrics,527,26,501,0.950664137,2023-11-09
2022-09-05,0.118993135,Statewide,Pediatrics,437,52,385,0.881006865,2023-11-09
2020-11-04,0.136986301,Statewide,Pediatric Intensive Care Unit,146,20,126,0.863013699,2023-11-09
2023-10-28,0.065590313,Statewide,Adult Intensive Care Unit,991,65,926,0.934409687,2023-11-09
2021-06-08,0.143835616,Statewide,Pediatric Intensive Care Unit,146,21,125,0.856164384,2023-11-09
2023-03-18,0.070439494,Statewide,Medical and Surgical,6644,468,6176,0.929560506,2023-11-09
2023-10-19,0.095238095,Statewide,Pediatrics,441,42,399,0.904761905,2023-11-09
2022-02-11,0.184931507,Statewide,Pediatric Intensive Care Unit,146,27,119,0.815068493,2023-11-09
2021-03-18,0.109672197,Statewide,Medical and Surgical,7413,813,6600,0.890327803,2023-11-09
2021-01-11,0.186311787,Statewide,Pediatrics,526,98,428,0.813688213,2023-11-09
2023-05-21,0.0861678,Statewide,Pediatrics,441,38,403,0.9138322,2023-11-09
2021-07-26,0.157534247,Statewide,Pediatric Intensive Care Unit,146,23,123,0.842465753,2023-11-09
2023-07-19,0.07593985,Statewide,Medical and Surgical,6650,505,6145,0.92406015,2023-11-09
2023-07-05,0.096676737,Statewide,Adult Intensive Care Unit,993,96,897,0.903323263,2023-11-09
2022-10-30,0.063444109,Statewide,Adult Intensive Care Unit,993,63,930,0.936555891,2023-11-09
2022-12-17,0.05156724,Statewide,Adult Intensive Care Unit,989,51,938,0.94843276,2023-11-09
2022-03-28,0.111549852,Statewide,Adult Intensive Care Unit,1013,113,900,0.888450148,2023-11-09
2022-12-09,0.06122449,Statewide,Pediatrics,441,27,414,0.93877551,2023-11-09
2021-06-25,0.11026616,Statewide,Pediatrics,526,58,468,0.88973384,2023-11-09
2020-11-09,0.120707596,Statewide,Medical and Surgical,7688,928,6760,0.879292404,2023-11-09
2021-07-08,0.136882129,Statewide,Pediatrics,526,72,454,0.863117871,2023-11-09
2022-04-17,0.086249317,Statewide,Medical and Surgical,7316,631,6685,0.913750683,2023-11-09
2022-09-28,0.020833333,Statewide,Pediatric Intensive Care Unit,144,3,141,0.979166667,2023-11-09
2023-01-18,0.027777778,Statewide,Pediatric Intensive Care Unit,144,4,140,0.972222222,2023-11-09
2022-10-19,0.082379863,Statewide,Pediatrics,437,36,401,0.917620137,2023-11-09
2022-04-29,0.116438356,Statewide,Pediatric Intensive Care Unit,146,17,129,0.883561644,2023-11-09
2023-06-03,0.083333333,Statewide,Pediatric Intensive Care Unit,144,12,132,0.916666667,2023-11-09
2022-01-17,0.053644554,Statewide,Medical and Surgical,7326,393,6933,0.946355446,2023-11-09
2020-11-30,0.220532319,Statewide,Pediatrics,526,116,410,0.779467681,2023-11-09
2022-01-03,0.029644269,Statewide,Adult Intensive Care Unit,1012,30,982,0.970355731,2023-11-09
2023-05-21,0.082630945,Statewide,Medical and Surgical,6644,549,6095,0.917369055,2023-11-09
2021-04-14,0.090994371,Statewide,Adult Intensive Care Unit,1066,97,969,0.909005629,2023-11-09
2023-09-11,0.102040816,Statewide,Pediatrics,441,45,396,0.897959184,2023-11-09
2023-08-18,0.111111111,Statewide,Pediatric Intensive Care Unit,144,16,128,0.888888889,2023-11-09
2023-10-04,0.075789474,Statewide,Medical and Surgical,6650,504,6146,0.924210526,2023-11-09
2023-06-28,0.074829932,Statewide,Pediatrics,441,33,408,0.925170068,2023-11-09
2020-12-31,0.101313321,Statewide,Adult Intensive Care Unit,1066,108,958,0.898686679,2023-11-09
2021-09-05,0.055660377,Statewide,Adult Intensive Care Unit,1060,59,1001,0.944339623,2023-11-09
2021-01-13,0.108953614,Statewide,Medical and Surgical,7416,808,6608,0.891046386,2023-11-09
2021-04-15,0.092870544,Statewide,Adult Intensive Care Unit,1066,99,967,0.907129456,2023-11-09
2022-11-06,0.089244851,Statewide,Pediatrics,437,39,398,0.910755149,2023-11-09
2022-01-19,0.047502048,Statewide,Medical and Surgical,7326,348,6978,0.952497952,2023-11-09
2021-09-06,0.062264151,Statewide,Adult Intensive Care Unit,1060,66,994,0.937735849,2023-11-09
2021-07-26,0.169201521,Statewide,Pediatrics,526,89,437,0.830798479,2023-11-09
2023-08-03,0.125,Statewide,Pediatric Intensive Care Unit,144,18,126,0.875,2023-11-09
2022-04-15,0.066019683,Statewide,Medical and Surgical,7316,483,6833,0.933980317,2023-11-09
2021-12-19,0.029644269,Statewide,Adult Intensive Care Unit,1012,30,982,0.970355731,2023-11-09
2020-12-16,0.090994371,Statewide,Adult Intensive Care Unit,1066,97,969,0.909005629,2023-11-09
2023-05-15,0.083383504,Statewide,Medical and Surgical,6644,554,6090,0.916616496,2023-11-09
2022-12-12,0.065759637,Statewide,Pediatrics,441,29,412,0.934240363,2023-11-09
2021-01-11,0.129584682,Statewide,Medical and Surgical,7416,961,6455,0.870415318,2023-11-09
2021-06-20,0.188212928,Statewide,Pediatrics,526,99,427,0.811787072,2023-11-09
2022-10-02,0.060422961,Statewide,Adult Intensive Care Unit,993,60,933,0.939577039,2023-11-09
2022-05-03,0.07798618,Statewide,Adult Intensive Care Unit,1013,79,934,0.92201382,2023-11-09
2023-06-07,0.067472306,Statewide,Adult Intensive Care Unit,993,67,926,0.932527694,2023-11-09
2023-01-22,0.0775428,Statewide,Adult Intensive Care Unit,993,77,916,0.9224572,2023-11-09
2023-09-28,0.078796992,Statewide,Medical and Surgical,6650,524,6126,0.921203008,2023-11-09
2023-10-01,0.083007519,Statewide,Medical and Surgical,6650,552,6098,0.916992481,2023-11-09
2023-08-21,0.125,Statewide,Pediatric Intensive Care Unit,144,18,126,0.875,2023-11-09
2023-03-15,0.06122449,Statewide,Pediatrics,441,27,414,0.93877551,2023-11-09
2023-05-18,0.074653823,Statewide,Medical and Surgical,6644,496,6148,0.925346177,2023-11-09
2021-09-24,0.049261084,Statewide,Adult Intensive Care Unit,1015,50,965,0.950738916,2023-11-09
2021-01-10,0.135787487,Statewide,Medical and Surgical,7416,1007,6409,0.864212513,2023-11-09
2021-01-03,0.117260788,Statewide,Adult Intensive Care Unit,1066,125,941,0.882739212,2023-11-09
2021-04-01,0.107879925,Statewide,Adult Intensive Care Unit,1066,115,951,0.892120075,2023-11-09
2021-03-21,0.19581749,Statewide,Pediatrics,526,103,423,0.80418251,2023-11-09
2021-12-05,0.0256917,Statewide,Adult Intensive Care Unit,1012,26,986,0.9743083,2023-11-09
2021-02-12,0.164383562,Statewide,Pediatric Intensive Care Unit,146,24,122,0.835616438,2023-11-09
2021-10-18,0.047945205,Statewide,Pediatric Intensive Care Unit,146,7,139,0.952054795,2023-11-09
2021-03-31,0.150190114,Statewide,Pediatrics,526,79,447,0.849809886,2023-11-09
2023-01-28,0.090702948,Statewide,Pediatrics,441,40,401,0.909297052,2023-11-09
2023-02-08,0.068482842,Statewide,Medical and Surgical,6644,455,6189,0.931517158,2023-11-09
2021-02-20,0.150684932,Statewide,Pediatric Intensive Care Unit,146,22,124,0.849315068,2023-11-09
2023-09-30,0.06962664,Statewide,Adult Intensive Care Unit,991,69,922,0.93037336,2023-11-09
2021-11-11,0.061643836,Statewide,Pediatric Intensive Care Unit,146,9,137,0.938356164,2023-11-09
2021-03-24,0.120075047,Statewide,Adult Intensive Care Unit,1066,128,938,0.879924953,2023-11-09
2021-09-24,0.072106262,Statewide,Pediatrics,527,38,489,0.927893738,2023-11-09
2022-09-07,0.066361556,Statewide,Pediatrics,437,29,408,0.933638444,2023-11-09
2021-12-13,0.020750988,Statewide,Adult Intensive Care Unit,1012,21,991,0.979249012,2023-11-09
2023-08-29,0.104166667,Statewide,Pediatric Intensive Care Unit,144,15,129,0.895833333,2023-11-09
2021-01-11,0.123827392,Statewide,Adult Intensive Care Unit,1066,132,934,0.876172608,2023-11-09
2021-10-12,0.060816327,Statewide,Medical and Surgical,7350,447,6903,0.939183673,2023-11-09
2022-07-21,0.067267267,Statewide,Medical and Surgical,6660,448,6212,0.932732733,2023-11-09
2021-09-16,0.059433962,Statewide,Adult Intensive Care Unit,1060,63,997,0.940566038,2023-11-09
2021-04-11,0.148288973,Statewide,Pediatrics,526,78,448,0.851711027,2023-11-09
2020-12-05,0.232876712,Statewide,Pediatric Intensive Care Unit,146,34,112,0.767123288,2023-11-09
2023-02-16,0.072562358,Statewide,Pediatrics,441,32,409,0.927437642,2023-11-09
2020-09-30,0.117845555,Statewide,Medical and Surgical,7705,908,6797,0.882154445,2023-11-09
2021-08-26,0.116438356,Statewide,Pediatric Intensive Care Unit,146,17,129,0.883561644,2023-11-09
2021-05-06,0.136986301,Statewide,Pediatric Intensive Care Unit,146,20,126,0.863013699,2023-11-09
2022-01-09,0.054794521,Statewide,Pediatric Intensive Care Unit,146,8,138,0.945205479,2023-11-09
2023-08-28,0.080902256,Statewide,Medical and Surgical,6650,538,6112,0.919097744,2023-11-09
2023-04-14,0.073449729,Statewide,Medical and Surgical,6644,488,6156,0.926550271,2023-11-09
2021-02-13,0.127682548,Statewide,Medical and Surgical,7409,946,6463,0.872317452,2023-11-09
2021-05-05,0.084745763,Statewide,Adult Intensive Care Unit,1062,90,972,0.915254237,2023-11-09
2022-01-08,0.028656126,Statewide,Adult Intensive Care Unit,1012,29,983,0.971343874,2023-11-09
2021-08-27,0.090958019,Statewide,Medical and Surgical,7432,676,6756,0.909041981,2023-11-09
2021-03-27,0.146387833,Statewide,Pediatrics,526,77,449,0.853612167,2023-11-09
2023-02-01,0.056689342,Statewide,Pediatrics,441,25,416,0.943310658,2023-11-09
2021-08-25,0.065913371,Statewide,Adult Intensive Care Unit,1062,70,992,0.934086629,2023-11-09
2022-10-07,0.062134174,Statewide,Medical and Surgical,6663,414,6249,0.937865826,2023-11-09
2020-12-04,0.073170732,Statewide,Adult Intensive Care Unit,1066,78,988,0.926829268,2023-11-09
2021-10-08,0.04109589,Statewide,Pediatric Intensive Care Unit,146,6,140,0.95890411,2023-11-09
2021-01-17,0.198630137,Statewide,Pediatric Intensive Care Unit,146,29,117,0.801369863,2023-11-09
2021-03-14,0.150684932,Statewide,Pediatric Intensive Care Unit,146,22,124,0.849315068,2023-11-09
2021-06-07,0.153992395,Statewide,Pediatrics,526,81,445,0.846007605,2023-11-09
2023-09-04,0.097880928,Statewide,Adult Intensive Care Unit,991,97,894,0.902119072,2023-11-09
2022-11-21,0.054421769,Statewide,Pediatrics,441,24,417,0.945578231,2023-11-09
2020-11-07,0.098595213,Statewide,Medical and Surgical,7688,758,6930,0.901404787,2023-11-09
2021-11-17,0.095890411,Statewide,Pediatric Intensive Care Unit,146,14,132,0.904109589,2023-11-09
2023-07-21,0.077593985,Statewide,Medical and Surgical,6650,516,6134,0.922406015,2023-11-09
2022-09-20,0.048611111,Statewide,Pediatric Intensive Care Unit,144,7,137,0.951388889,2023-11-09
